Date;SeqRank;Ident;Paint Color;HPRC1;HPRC2;LPRC1;LPRC2;LPRC3;LPRC4;LPRC5;LPRC6;LPRC7;LPRC8;LPRC9;LPRC10;
2004 49 1;429;39045030723;1;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;430;39044912309;1;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;431;39044920544;1;1;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;432;39044912396;1;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;433;39045030741;1;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;434;39044911132;2;1;0;0;0;0;0;0;0;0;0;1;1;
2004 49 1;435;39044921103;2;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;436;39044921082;2;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;437;39044920573;2;1;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;438;39044921102;2;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;439;39044911555;2;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;440;39044910614;2;1;0;0;1;0;0;0;0;0;0;0;0;
2004 49 1;441;39044850179;2;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;442;39044921129;2;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;443;39044920561;2;1;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;444;39044921016;2;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;445;39044920954;2;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;446;39044910617;2;1;0;0;1;0;0;0;0;0;0;0;0;
2004 49 1;447;39044910955;2;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;448;39044940182;2;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;449;39044911038;2;1;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;450;39045020131;12;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;451;39045030439;12;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;452;39044940120;12;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;453;39044911128;2;1;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;454;39044950807;2;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;455;39045020853;2;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;456;39044910111;2;1;0;0;1;0;0;0;0;0;0;0;0;
2004 49 1;457;39045030762;6;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;458;39045030767;6;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;459;39044912398;6;0;0;0;0;0;0;0;0;1;0;1;0;
2004 49 1;460;39044911037;2;1;1;0;0;0;0;1;0;0;0;0;1;
2004 49 1;461;39044940374;14;0;0;1;0;0;1;0;0;0;0;0;0;
2004 49 1;462;39044912285;14;0;0;1;0;1;0;0;0;0;0;0;0;
2004 49 1;463;39044920217;14;1;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;464;39044921060;14;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;465;39044921059;14;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;466;39044920567;10;1;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;467;39044912439;6;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;468;39044921096;6;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;469;39044921095;6;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;470;39044910145;10;1;0;0;1;0;0;0;0;0;0;0;0;
2004 49 1;471;39045030745;1;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;472;39044912336;1;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;473;39044912362;1;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;474;39045030744;1;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;475;39044930904;1;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;476;39045030743;1;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;477;39045030740;1;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;478;39044910167;10;1;0;0;1;0;0;0;0;0;0;0;0;
2004 49 1;479;39044921094;6;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;480;39044921093;6;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;481;39044920976;6;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;482;39044940927;6;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;483;39044912340;6;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;484;39044940564;6;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;485;39044940276;6;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;486;39044910125;2;1;1;0;1;0;0;0;1;0;0;0;0;
2004 49 1;487;39044940021;6;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;488;39044912231;6;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;489;39044910189;2;1;0;0;0;0;0;1;0;0;1;0;1;
2004 49 1;490;39045030669;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;491;39044912378;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;492;39045030713;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;493;39044911014;13;1;1;0;0;0;0;0;0;0;0;1;0;
2004 49 1;494;39044912440;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;495;39044912434;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;496;39044931020;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;497;39050320016;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;498;39044911092;13;0;0;1;1;0;1;0;0;0;0;0;0;
2004 49 1;499;39044911009;2;1;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;500;39045020002;2;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;501;39045020276;2;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;502;39044911042;2;1;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;503;39045020193;2;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;504;39045030600;2;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;505;39044912346;13;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;506;39044912317;13;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;507;39044912367;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;508;39044910134;13;1;0;0;1;0;0;0;0;0;0;0;0;
2004 49 1;509;39044931015;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;510;39044931019;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;511;39044912357;13;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;512;39044920533;10;1;1;0;0;0;0;0;0;0;0;0;1;
2004 49 1;513;39044912386;1;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;514;39044921422;1;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;515;39045030733;1;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;516;39044912429;1;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;517;39044911124;10;1;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;518;39044930927;9;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;519;39044921084;9;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;520;39044850189;10;1;1;0;1;0;0;1;1;0;0;0;0;
2004 49 1;521;39044921085;9;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;522;39044921115;9;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;523;39044910223;10;1;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;524;39044930135;14;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;525;39044940950;14;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;526;39045020770;14;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;527;39044911047;14;1;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;528;39045107660;14;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;529;39045030140;14;0;0;1;0;0;0;0;0;0;0;1;1;
2004 49 1;530;39044910110;10;1;0;0;1;0;0;0;0;0;0;0;0;
2004 49 1;531;39044950226;6;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;532;39044950160;6;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;533;39044910459;10;1;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;534;39044950005;6;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;535;39044912313;6;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;536;39044911133;10;1;0;0;0;0;0;0;1;0;0;0;0;
2004 49 1;537;39044912359;13;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;538;39044930943;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;539;39044911097;13;0;0;1;1;0;1;0;0;0;0;0;0;
2004 49 1;540;39044912437;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;541;39044921427;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;542;39044912431;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;543;39044912302;13;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;544;39045030599;2;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;545;39044911062;2;1;1;0;0;0;0;0;0;0;1;0;0;
2004 49 1;546;39045030072;2;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;547;39044910947;2;0;0;1;1;0;0;0;0;0;0;0;0;
2004 49 1;548;39044910237;2;1;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;549;39045030729;1;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;550;39044912330;1;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;551;39044920568;2;1;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;552;39044921108;9;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;553;39044921110;9;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;554;39044921109;9;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;555;39044910611;2;1;0;0;1;0;0;0;0;0;0;0;0;
2004 49 1;556;39044912251;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;557;39050320017;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;558;39044910228;13;1;1;0;0;0;0;1;0;0;0;1;1;
2004 49 1;559;39044912414;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;560;39044912344;13;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;561;39044910934;2;1;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;562;39045040595;2;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;563;39044950522;2;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;564;39044920553;2;1;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;565;39045030695;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;566;39045030696;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;567;39044930900;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;568;39044910645;13;1;0;0;1;0;0;0;0;0;0;0;0;
2004 49 1;569;39044912304;13;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;570;39044912376;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;571;39044910227;13;1;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;572;39045020867;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;573;39045030684;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;574;39044912375;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;575;39044930942;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;576;39044911034;7;1;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;577;39045020771;7;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;578;39044912273;7;0;0;1;0;0;1;0;0;0;0;0;0;
2004 49 1;579;39044911089;7;1;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;580;39045020515;7;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;581;39045020191;7;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;582;39044911029;7;1;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;583;39045020185;7;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;584;39045030656;7;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;585;39044911135;2;1;0;0;0;0;0;0;1;0;0;0;0;
2004 49 1;586;39045110314;2;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;587;39044910948;2;0;0;1;1;0;0;0;0;0;0;0;0;
2004 49 1;588;39044920525;2;1;1;0;0;0;0;0;0;0;0;1;1;
2004 49 1;589;39045150176;2;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;590;39045150027;2;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;591;39044910105;2;1;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;592;39044950438;2;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;593;39045210454;2;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;594;39044920517;2;1;1;0;0;0;0;1;0;0;1;0;0;
2004 49 1;595;39045210452;2;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;596;39045210451;2;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;597;39044910114;2;1;0;0;1;0;0;0;0;0;0;0;0;
2004 49 1;598;39044912424;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;599;39044912295;13;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;600;39044912305;13;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;601;39045030700;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;602;39044910555;13;1;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;603;39045030707;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;604;39044911088;13;0;0;1;1;0;0;0;0;0;0;0;0;
2004 49 1;605;39045030705;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;606;39044912345;13;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;607;39044921072;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;608;39044822018;10;1;0;0;0;0;0;0;0;0;0;0;1;
2004 49 1;609;39044940977;1;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;610;39044921098;1;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;611;39044912335;1;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;612;39044912365;1;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;613;39044911048;10;1;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;614;39045040152;12;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;615;39045040340;12;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;616;39045040001;12;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;617;39044910076;10;1;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;618;39045210647;12;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;619;39050140005;12;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;620;39044910132;10;1;1;0;1;0;0;1;1;0;0;0;0;
2004 49 1;621;39045020847;6;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;622;39045020856;6;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;623;39045020800;6;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;624;39050150021;6;0;0;0;0;0;0;0;0;1;0;1;0;
2004 49 1;625;39045020820;6;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;626;39044950444;10;1;0;0;0;0;0;0;0;0;0;0;1;
2004 49 1;627;39045020801;6;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;628;39045020520;6;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;629;39044910348;10;1;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;630;39044921058;16;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;631;39044921087;16;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;632;39044910109;4;1;0;0;1;0;0;0;0;0;0;0;0;
2004 49 1;633;39045020014;4;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;634;39045020077;4;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;635;39045030606;4;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;636;39044920619;4;1;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;637;39044950165;4;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;638;39045030597;4;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;639;39044921126;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;640;39044910648;13;1;0;0;1;0;0;0;0;0;0;0;0;
2004 49 1;641;39044912297;13;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;642;39044921068;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;643;39044921071;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;644;39044912288;13;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;645;39044921137;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;646;39044921070;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;647;39044921125;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;648;39044921301;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;649;39044910124;13;1;0;0;1;0;0;0;0;0;0;0;0;
2004 49 1;650;39044912360;13;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;651;39044921306;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;652;39044921291;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;653;39044921298;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;654;39044921297;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;655;39044911016;13;1;1;0;0;0;0;0;0;0;0;0;1;
2004 49 1;656;39044921307;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;657;39045110183;13;0;0;0;0;0;0;0;0;1;0;1;0;
2004 49 1;658;39044912447;13;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;659;39044850773;10;1;0;0;1;0;0;0;1;0;0;0;0;
2004 49 1;660;39045020518;6;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;661;39045020494;6;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;662;39045020079;6;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;663;39045020200;6;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;664;39044912314;6;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;665;39045020166;6;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;666;39044920511;6;1;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;667;39045020073;6;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;668;39045020086;6;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;669;39045020013;6;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;670;39044912366;6;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;671;39044910126;5;1;0;0;1;0;0;0;0;0;0;0;0;
2004 49 1;672;39045030198;6;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;673;39045030315;6;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;674;39045040585;6;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;675;39044912453;8;1;0;0;0;0;0;1;0;0;0;0;1;
2004 49 1;676;39044921017;8;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;677;39044921083;8;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;678;39044911064;8;1;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;679;39044912428;8;0;0;1;1;0;1;0;0;0;0;0;0;
2004 49 1;680;39044912258;8;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;681;39044912263;8;1;0;0;0;0;0;0;1;0;0;0;0;
2004 49 1;682;39044921107;8;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;683;39044920964;8;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;684;39044920979;8;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;685;39044911045;8;1;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;686;39044930845;8;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;687;39044851428;8;0;0;1;0;1;0;0;0;0;0;1;1;
2004 49 1;688;39044910118;8;1;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;689;39044912321;13;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;690;39044921299;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;691;39044921303;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;692;39044921302;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;693;39044921293;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;694;39044910644;13;1;0;0;1;0;0;0;0;0;0;0;0;
2004 49 1;695;39044912355;13;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;696;39044921295;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;697;39044910496;13;1;1;0;0;0;0;0;1;0;1;0;0;
2004 49 1;698;39044921069;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;699;39044912294;13;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;700;39044910705;13;1;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;701;39044912306;13;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;702;39044921288;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;703;39044911040;13;1;1;0;0;0;0;1;0;0;0;0;0;
2004 49 1;704;39044921050;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;705;39044921048;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;706;39044910650;13;1;0;0;1;0;0;0;0;0;0;0;0;
2004 49 1;707;39044921049;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;708;39044920993;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;709;39044911030;7;1;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;710;39045030601;7;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;711;39045030319;7;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;712;39045030169;7;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;713;39045030314;7;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;714;39044910201;7;1;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;715;39044940980;16;0;0;1;0;0;0;0;0;0;0;0;1;
2004 49 1;716;39044910938;16;0;0;1;1;0;0;0;0;0;0;0;0;
2004 49 1;717;39044910235;2;1;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;718;39044930880;16;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;719;39044940482;16;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;720;39045030158;16;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;721;39045040186;16;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;722;39044920527;2;1;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;723;39044920262;2;0;0;1;0;0;1;0;0;0;0;0;0;
2004 49 1;724;39045210453;2;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;725;39044910619;2;1;0;0;1;0;0;0;0;0;0;0;0;
2004 49 1;726;39050130408;2;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;727;39050130407;2;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;728;39044920564;2;1;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;729;39044912290;13;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;730;39044920022;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;731;39044910646;13;1;0;0;1;0;0;0;0;0;0;0;0;
2004 49 1;732;39044930858;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;733;39044930883;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;734;39044911051;2;1;1;0;0;0;0;1;0;0;0;0;0;
2004 49 1;735;39045030659;14;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;736;39045020507;14;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;737;39045020504;14;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;738;39045030069;14;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;739;39044911019;14;1;1;0;0;0;0;0;0;0;1;1;1;
2004 49 1;740;39045030465;14;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;741;39045210458;14;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;742;39044910164;10;1;0;0;1;0;0;0;1;0;0;0;0;
2004 49 1;743;39044930881;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;744;39044912301;13;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;745;39044912394;13;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;746;39044910372;13;1;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;747;39044930529;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;748;39044930549;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;749;39044930238;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;750;39044912292;13;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;751;39044940022;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;752;39044940162;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;753;39044940169;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;754;39044910131;13;1;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;755;39044950490;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;756;39044950446;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;757;39044910642;13;1;0;0;1;0;0;0;0;0;0;0;0;
2004 49 1;758;39044950212;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;759;39044912324;13;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;760;39044912347;13;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;761;39045020254;13;0;0;1;0;0;1;0;0;0;0;0;0;
2004 49 1;762;39044920538;2;1;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;763;39050140149;2;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;764;39045020840;2;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;765;39044910613;2;1;0;0;1;0;0;0;0;0;0;0;0;
2004 49 1;766;39044930879;9;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;767;39044930534;9;0;0;0;0;0;0;0;0;1;0;0;0;
