Date;SeqRank;Ident;Paint Color;HPRC1;HPRC2;HPRC3;LPRC1;LPRC2;LPRC3;LPRC4;LPRC5;LPRC6;LPRC7;LPRC8;LPRC9;
2004 49 2;662;22044920650;7;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;663;22044920025;7;0;1;1;0;0;0;1;0;0;0;0;0;
2004 49 2;664;22044920574;7;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;665;22044920290;7;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;666;22044920575;7;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;667;22044920294;7;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;668;22044920536;7;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;669;22044920589;7;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;670;22044920180;8;0;0;1;0;0;0;1;0;0;0;0;0;
2004 49 2;671;22044920033;8;0;1;1;0;0;0;1;0;0;0;0;0;
2004 49 2;672;22044920002;8;0;1;0;0;0;0;1;0;0;0;0;0;
2004 49 2;673;22044805270;8;0;0;0;0;0;0;1;0;0;1;0;0;
2004 49 2;674;22044920213;8;0;1;1;0;0;0;1;0;0;0;0;0;
2004 49 2;675;22044910736;8;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;676;22044910067;8;1;1;0;1;0;0;1;0;0;0;0;0;
2004 49 2;677;22044920013;8;0;1;1;0;0;0;1;0;0;0;0;0;
2004 49 2;678;22044920730;8;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;679;22044920488;8;0;0;0;0;0;0;1;0;0;0;0;0;
2004 49 2;680;22044920181;8;0;1;1;0;0;0;1;0;0;0;0;0;
2004 49 2;681;22044920566;8;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;682;22044920510;8;0;1;0;0;0;0;1;0;0;0;0;0;
2004 49 2;683;22044920010;8;0;1;1;0;0;0;1;0;0;0;0;0;
2004 49 2;684;22044920726;12;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;685;22044950678;12;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;686;22044920718;12;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;687;22044910228;12;1;0;0;0;0;0;1;0;0;0;0;0;
2004 49 2;688;22044920118;12;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;689;22044920257;12;0;0;1;0;0;0;1;0;0;0;0;0;
2004 49 2;690;22044920121;12;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;691;22044920117;12;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;692;22044920057;12;0;1;1;0;0;0;1;0;0;0;0;0;
2004 49 2;693;22044950220;12;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;694;22044920172;12;0;0;0;0;0;0;1;0;0;0;0;0;
2004 49 2;695;22044920031;12;0;1;1;0;0;0;1;0;0;0;0;0;
2004 49 2;696;22044950212;12;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;697;22044950210;12;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;698;22044610180;10;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;699;22044920355;10;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;700;22044910390;10;1;1;0;1;0;0;1;0;0;0;0;0;
2004 49 2;701;22044920587;10;0;1;0;0;0;0;1;0;0;0;0;0;
2004 49 2;702;22044920356;10;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;703;22043805173;13;0;1;1;0;0;0;1;0;0;0;0;0;
2004 49 2;704;22044905269;13;0;1;0;0;0;0;1;0;0;0;0;0;
