Date;SeqRank;Ident;Paint Color;HPRC1;HPRC2;HPRC3;HPRC4;HPRC5;HPRC6;HPRC7;HPRC8;LPRC1;LPRC2;LPRC3;LPRC4;LPRC5;LPRC6;LPRC7;LPRC8;LPRC9;LPRC10;LPRC11;LPRC12;
2004 49 5;435;48044950161;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 5;436;48045020369;13;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 5;437;48045230035;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 5;438;48045020375;13;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 5;439;48045230043;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 5;440;48044930059;8;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;
2004 49 5;441;48044950186;4;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 5;442;48044950080;12;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 5;443;48045130542;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 5;444;48044930529;9;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 5;445;48044950278;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 5;446;48045110049;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 5;447;48045020370;9;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 5;448;48045050050;9;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 5;449;48045110051;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 5;450;48045010353;9;1;1;0;1;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;
2004 49 5;451;48045220134;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 5;452;48045220055;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 5;453;48045020417;9;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 5;454;48045220040;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 5;455;48045220078;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 5;456;48044930080;2;1;1;0;1;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;
2004 49 5;457;48045220174;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 5;458;48045220041;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 5;459;48045020373;9;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
