Date;SeqRank;Ident;Paint Color;HPRC1;HPRC2;HPRC3;HPRC4;HPRC5;HPRC6;HPRC7;HPRC8;HPRC9;LPRC1;LPRC2;
2004 49 1;612;64044910647;4;0;1;1;0;0;0;1;0;1;0;0;
2004 49 1;613;64044910219;2;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;614;64044910101;2;1;0;0;0;0;0;0;0;0;1;0;
2004 49 1;615;64044910285;2;0;1;0;0;0;0;1;1;0;0;1;
2004 49 1;616;64044911125;2;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;617;64044910218;2;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;618;64044910265;2;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;619;64044910890;2;0;1;0;0;0;0;0;0;0;1;0;
2004 49 1;620;64044910223;2;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;621;64044911095;2;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;622;64044910056;2;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;623;64044910392;2;1;0;0;0;0;0;0;0;0;1;0;
2004 49 1;624;64044910764;4;0;1;0;0;0;0;1;0;1;0;0;
2004 49 1;625;64044911117;4;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;626;64044910556;2;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;627;64044910024;2;1;0;0;0;1;0;0;1;0;1;1;
2004 49 1;628;64044910602;2;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;629;64044910217;2;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;630;64044910120;2;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;631;64044910225;2;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;632;64044910567;2;1;0;0;0;0;0;0;0;0;1;0;
2004 49 1;633;64044910283;2;0;1;0;0;0;0;1;1;0;0;0;
2004 49 1;634;64044911236;2;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;635;64044910210;2;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;636;64044910212;2;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;637;64044910897;2;0;1;0;0;1;0;0;0;0;1;1;
2004 49 1;638;64044910778;2;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;639;64044910088;2;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;640;64044910829;2;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;641;64044920525;4;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;642;64044910853;4;0;1;0;0;0;0;1;0;1;0;0;
2004 49 1;643;64044920523;4;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;644;64044910855;2;0;1;0;0;0;0;1;0;0;0;0;
2004 49 1;645;64044910258;11;1;0;0;0;0;0;0;0;0;1;0;
2004 49 1;646;64044330984;13;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;647;64044910057;12;0;1;0;0;0;0;0;0;0;0;1;
2004 49 1;648;64044910091;12;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;649;64044910879;12;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;650;64044330985;13;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;651;64044910710;4;1;0;0;0;0;0;0;0;0;1;0;
2004 49 1;652;64044911054;4;0;1;1;0;0;0;1;0;1;0;0;
2004 49 1;653;64044921229;8;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;654;64044910361;8;0;1;0;0;0;0;1;0;0;0;0;
2004 49 1;655;64044920629;8;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;656;64044910169;8;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;657;64045011039;9;0;1;0;0;0;0;0;0;0;1;1;
2004 49 1;658;64044910172;8;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;659;64044910003;8;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;660;64044910367;2;0;1;0;0;0;0;0;0;0;1;0;
2004 49 1;661;64044910124;2;0;1;0;0;0;0;1;1;0;0;0;
2004 49 1;662;64044910398;7;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;663;64044910105;7;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;664;64044911096;7;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;665;64044910626;7;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;666;64045108185;7;1;0;0;0;1;0;0;0;0;1;0;
2004 49 1;667;64044910741;4;0;1;0;0;0;0;1;0;1;0;0;
2004 49 1;668;64044920329;4;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;669;64044921261;2;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;670;64044910241;2;0;1;0;0;0;0;0;0;0;1;0;
2004 49 1;671;64044910899;2;0;1;0;0;0;0;1;0;0;0;0;
2004 49 1;672;64044810025;2;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;673;64044910618;2;0;1;0;0;0;0;1;1;0;0;1;
2004 49 1;674;64044920104;11;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;675;64044910084;11;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;676;64044911139;11;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;677;64044910607;11;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;678;64044910108;11;1;0;0;0;0;0;0;0;0;1;0;
2004 49 1;679;64044910753;4;0;1;0;0;0;0;1;0;1;0;0;
2004 49 1;680;64045040829;12;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;681;64044910776;12;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;682;64044910771;12;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;683;64044910060;12;0;1;0;0;0;0;0;0;0;0;1;
2004 49 1;684;64044910380;12;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;685;64044910232;12;1;0;0;0;0;0;0;0;0;1;0;
2004 49 1;686;64044910162;2;0;1;0;0;0;0;1;1;0;0;0;
2004 49 1;687;64044920254;1;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;688;64044911138;1;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;689;64044920609;1;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;690;64044920497;1;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;691;64044911124;1;0;1;0;0;0;0;0;0;0;1;0;
2004 49 1;692;64044920057;1;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;693;64044930246;1;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;694;64044910755;4;0;1;0;0;0;0;1;0;1;0;0;
2004 49 1;695;64044911122;1;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;696;64044920110;11;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;697;64044910256;11;1;0;0;0;0;0;0;0;0;1;1;
2004 49 1;698;64044910081;11;0;1;0;0;1;0;1;0;0;0;0;
2004 49 1;699;64044920596;11;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;700;64044920665;11;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;701;64044910881;11;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;702;64044920508;11;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;703;64044920558;11;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;704;64044910376;2;0;1;0;0;0;0;1;0;0;0;1;
2004 49 1;705;64044530174;5;1;0;0;0;0;0;0;0;0;1;0;
2004 49 1;706;64044910399;5;0;1;0;0;0;0;1;0;0;0;0;
2004 49 1;707;64044910867;5;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;708;64044910111;5;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;709;64044920468;5;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;710;64044910676;4;0;1;0;0;0;0;1;0;1;0;0;
2004 49 1;711;64044920196;7;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;712;64044910243;7;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;713;64044851046;7;0;1;0;0;0;0;0;0;0;1;1;
2004 49 1;714;64044910054;7;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;715;64044920631;7;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;716;64044910442;7;0;1;0;0;0;0;1;0;0;0;0;
2004 49 1;717;64044930409;7;1;0;0;0;0;0;0;0;0;1;0;
2004 49 1;718;64044910516;7;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;719;64044910915;7;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;720;64044910527;7;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;721;64044910751;4;0;1;0;0;0;0;1;0;1;0;0;
2004 49 1;722;64044910112;3;1;0;0;0;0;0;0;0;0;1;0;
2004 49 1;723;64044910251;3;1;0;0;0;1;0;1;0;0;0;0;
2004 49 1;724;64044910652;3;0;1;0;0;0;0;1;1;0;0;1;
2004 49 1;725;64044920417;3;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;726;64044910191;3;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;727;64044910079;3;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;728;64044910690;3;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;729;64044910110;3;1;0;0;0;0;0;0;0;0;1;0;
2004 49 1;730;64044910123;3;0;1;0;0;0;0;1;0;0;0;0;
2004 49 1;731;64044920498;3;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;732;64044910650;3;1;0;0;0;1;0;1;1;0;0;0;
2004 49 1;733;64044910068;12;0;1;0;0;0;0;0;0;0;0;1;
2004 49 1;734;64044910840;4;0;1;0;0;0;0;1;0;1;0;0;
2004 49 1;735;64044910571;3;1;0;0;0;0;0;0;0;0;1;0;
2004 49 1;736;64044910273;3;0;1;0;0;0;0;1;0;0;0;0;
2004 49 1;737;64044910876;3;1;0;0;0;0;0;0;0;0;1;0;
2004 49 1;738;64044920472;3;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;739;64044810251;4;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;740;64044910023;4;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;741;64044920574;4;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;742;64044910372;4;0;1;0;0;0;0;1;0;0;0;0;
2004 49 1;743;64044920288;4;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;744;64044910031;4;0;1;0;0;0;0;1;1;0;0;0;
2004 49 1;745;64044910116;4;1;0;0;0;0;0;0;0;0;1;0;
2004 49 1;746;64044910658;4;0;1;1;0;0;0;1;0;1;0;0;
2004 49 1;747;64044920401;4;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;748;64044910469;4;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;749;64044911132;4;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;750;64044910282;4;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;751;64044910446;4;0;1;0;0;0;0;0;0;0;1;0;
2004 49 1;752;64044920233;3;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;753;64044911078;3;0;1;0;0;0;0;0;0;0;0;1;
2004 49 1;754;64044920446;3;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;755;64044920615;3;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;756;64044910660;4;0;1;1;0;0;0;1;0;1;0;0;
2004 49 1;757;64044910886;3;1;0;0;0;0;0;0;1;0;1;0;
2004 49 1;758;64044920429;3;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;759;64045010232;5;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;760;64044920226;5;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;761;64044920478;5;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;762;64044910025;2;0;1;0;0;0;0;1;1;0;0;1;
2004 49 1;763;64044910873;2;1;0;0;0;0;0;0;0;0;1;0;
2004 49 1;764;64044921260;2;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;765;64044910911;2;0;1;0;0;1;0;0;0;0;1;0;
2004 49 1;766;64044920447;2;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;767;64044910555;2;0;1;0;0;0;0;1;0;0;0;0;
2004 49 1;768;64044920356;4;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;769;64044910858;4;0;1;0;0;0;0;1;0;1;0;0;
2004 49 1;770;64044920557;8;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;771;64044920701;8;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;772;64044911153;12;0;1;0;0;0;0;0;0;0;1;1;
2004 49 1;773;64044920335;8;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;774;64044920327;8;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;775;64044910153;8;0;1;0;0;0;0;1;0;0;0;0;
2004 49 1;776;64044920453;8;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;777;64044911240;8;0;1;0;0;0;0;0;0;0;1;1;
2004 49 1;778;64044920407;8;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;779;64044920488;8;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;780;64044910763;4;0;1;0;0;0;0;1;0;1;0;0;
2004 49 1;781;64044910128;7;1;0;0;0;0;0;0;0;0;1;0;
2004 49 1;782;64044920442;7;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;783;64044910866;7;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;784;64044910777;7;0;1;0;0;0;0;1;0;0;0;0;
2004 49 1;785;64044910094;7;1;0;0;0;0;0;0;0;0;1;0;
2004 49 1;786;64044920528;7;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;787;64044910888;7;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;788;64044920081;7;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;789;64044920562;7;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;790;64044920493;7;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;791;64044910425;7;0;1;0;0;0;0;0;0;0;1;0;
2004 49 1;792;64044910305;7;1;0;0;0;0;0;1;1;0;0;0;
2004 49 1;793;64044920535;7;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;794;64044910369;5;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;795;64044910916;4;0;1;0;0;0;0;1;0;1;0;0;
2004 49 1;796;64044920586;5;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;797;64044920216;2;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;798;64044910922;2;0;1;0;0;0;0;0;0;0;0;1;
2004 49 1;799;64044920619;2;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;800;64044910627;2;0;1;0;0;0;0;0;0;0;1;0;
2004 49 1;801;64044920411;2;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;802;64044921264;2;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;803;64044910603;2;0;1;0;0;0;0;1;0;0;0;0;
2004 49 1;804;64044910801;2;1;0;0;0;0;0;0;1;0;1;0;
2004 49 1;805;64044911074;2;0;1;0;0;1;0;1;0;0;0;1;
2004 49 1;806;64044920555;11;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;807;64044910390;11;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;808;64044920597;11;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;809;64044850646;4;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;810;64044910127;4;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;811;64044920403;4;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;812;64044910756;4;0;1;0;0;0;0;1;0;1;0;0;
2004 49 1;813;64044910146;4;1;0;0;0;0;0;0;1;0;1;0;
2004 49 1;814;64044910277;4;0;1;0;0;0;0;1;0;0;0;0;
2004 49 1;815;64044920398;4;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;816;64044910386;4;0;1;0;0;0;0;1;0;0;0;0;
2004 49 1;817;64044920579;4;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;818;64044910895;4;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;819;64044920345;4;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;820;64044920492;4;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;821;64044911238;4;0;1;0;0;0;0;1;0;0;0;0;
2004 49 1;822;64044910611;4;1;0;0;0;0;0;0;0;0;1;0;
2004 49 1;823;64044920231;4;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;824;64045011042;9;0;1;0;0;0;0;0;0;0;0;1;
2004 49 1;825;64044910680;4;0;1;0;0;0;0;1;0;1;0;0;
2004 49 1;826;64044920628;4;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;827;64044950057;2;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;828;64044910785;2;0;1;0;0;0;0;0;0;0;1;0;
2004 49 1;829;64044920293;2;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;830;64044910511;2;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;831;64044920600;2;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;832;64044920630;2;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;833;64044910595;2;0;1;0;0;0;0;1;0;0;0;1;
2004 49 1;834;64044910487;11;1;0;0;0;0;0;0;0;0;1;0;
2004 49 1;835;64044910844;4;0;1;0;0;0;0;1;0;1;0;0;
2004 49 1;836;64044920474;11;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;837;64044910115;11;0;1;0;0;0;0;1;0;0;0;0;
2004 49 1;838;64044920330;11;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;839;64044920239;11;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;840;64044910500;11;0;1;0;0;0;0;1;1;0;0;0;
2004 49 1;841;64044910780;11;1;0;0;0;0;0;0;0;0;1;0;
2004 49 1;842;64044920095;2;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;843;64044911092;2;0;1;0;0;1;0;0;0;0;0;1;
2004 49 1;844;64044910661;2;0;1;0;0;0;0;1;0;0;0;0;
2004 49 1;845;64044921236;2;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;846;64044910679;2;0;1;0;0;0;0;1;0;1;0;0;
2004 49 1;847;64045030268;2;1;0;0;0;0;0;0;0;0;1;0;
2004 49 1;848;64044920425;2;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;849;64044910070;2;0;1;0;0;0;0;1;0;0;0;0;
2004 49 1;850;64044920578;2;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;851;64044910043;2;1;0;0;0;1;0;1;1;0;0;0;
2004 49 1;852;64044911129;2;0;1;0;0;0;0;0;0;0;1;1;
2004 49 1;853;64044920454;1;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;854;64044911111;1;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;855;64044920489;1;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;856;64044850214;1;0;1;0;0;0;0;1;0;1;0;0;
2004 49 1;857;64044911058;1;1;0;0;0;0;0;0;1;0;1;0;
2004 49 1;858;64044920444;1;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;859;64044911118;1;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;860;64044920443;1;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;861;64044910521;12;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;862;64044910544;12;0;1;0;0;0;0;1;0;0;0;0;
2004 49 1;863;64044910095;12;1;0;0;0;0;0;0;1;0;1;0;
2004 49 1;864;64044910510;12;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;865;64044910064;12;0;1;0;0;0;0;0;0;0;0;1;
2004 49 1;866;64044910770;12;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;867;64044911103;12;0;1;0;0;0;0;0;1;0;1;0;
2004 49 1;868;64044910141;12;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;869;64044920581;12;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;870;64044910066;12;0;1;0;0;0;0;0;0;0;0;1;
2004 49 1;871;64044910750;4;0;1;0;0;0;0;1;0;1;0;0;
2004 49 1;872;64044910152;4;1;0;0;0;0;0;0;0;0;1;0;
2004 49 1;873;64044920410;4;1;0;0;0;0;0;1;0;0;0;0;
2004 49 1;874;64044940880;4;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;875;64044920464;4;1;0;0;0;0;0;1;0;0;0;0;
