Date;SeqRank;Ident;Paint Color;HPRC1;LPRC1;LPRC2;LPRC3;LPRC4;LPRC5;LPRC6;LPRC7;LPRC8;LPRC9;LPRC10;LPRC11;
2004 49 1;374;39045040129;6;0;1;0;0;0;0;0;0;0;0;0;1;
2004 49 1;375;39044921233;6;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;376;39044840353;6;0;0;1;1;1;0;0;0;0;1;0;0;
2004 49 1;377;39044921210;12;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;378;39045020126;12;0;1;0;0;0;0;0;0;0;0;0;1;
2004 49 1;379;39044740006;12;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 1;380;39044921202;12;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;381;39044850329;12;0;0;1;0;0;0;0;0;0;0;0;1;
2004 49 1;382;39044750118;12;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 1;383;39044921323;12;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;384;39044840487;12;0;0;0;0;1;0;0;1;0;1;0;0;
2004 49 1;385;39045020125;12;0;1;0;0;0;0;0;0;0;0;0;1;
2004 49 1;386;39044810560;12;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 1;387;39044921326;12;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;388;39044921198;12;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;389;39044850335;12;0;0;1;0;0;0;0;0;0;0;0;1;
2004 49 1;390;39044921200;12;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;391;39044820585;12;0;0;0;0;1;0;0;0;0;1;0;0;
2004 49 1;392;39045020124;12;0;1;0;0;0;0;0;0;0;0;0;1;
2004 49 1;393;39044810486;12;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 1;394;39044921310;12;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;395;39044840315;12;0;0;1;1;1;0;0;0;0;0;0;1;
2004 49 1;396;39044921207;12;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;397;39044741018;7;0;0;0;0;1;0;1;0;0;0;0;0;
2004 49 1;398;39044921595;7;0;0;0;0;0;0;0;0;1;0;0;1;
2004 49 1;399;39044850465;12;0;1;1;0;1;0;0;0;0;1;0;0;
2004 49 1;400;39044921312;12;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;401;39044921204;12;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;402;39044810487;12;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 1;403;39045030608;12;0;0;0;1;0;0;0;0;0;0;0;0;
2004 49 1;404;39044850412;12;0;0;1;0;1;0;0;0;0;1;0;0;
2004 49 1;405;39050420010;12;0;0;0;0;0;0;0;0;0;0;1;1;
2004 49 1;406;39045020798;12;0;1;0;0;0;0;0;0;1;0;0;0;
2004 49 1;407;39044921296;12;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;408;39044810488;12;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 1;409;39044921287;12;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;410;39044830586;12;0;0;0;0;1;0;0;0;0;1;0;0;
2004 49 1;411;39044810077;12;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;412;39044810485;12;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 1;413;39045020122;12;0;1;0;0;0;0;0;0;0;0;0;1;
2004 49 1;414;39044840534;12;0;0;0;0;1;0;0;0;1;0;0;0;
2004 49 1;415;39044912468;12;0;0;0;1;0;0;0;1;0;0;0;0;
2004 49 1;416;39044921309;12;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;417;39044810484;12;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 1;418;39045020127;12;0;1;0;0;0;0;0;0;0;0;0;1;
2004 49 1;419;39044741087;7;0;0;0;0;1;0;1;0;0;1;0;0;
2004 49 1;420;39044921061;7;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;421;39044820680;7;0;0;0;0;1;0;0;0;0;0;0;1;
2004 49 1;422;39044921284;7;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;423;39044810591;7;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 1;424;39044921281;7;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;425;39045020216;7;0;1;0;0;0;0;0;0;1;0;0;1;
2004 49 1;426;39044830402;7;0;0;0;0;1;0;0;0;0;1;0;0;
2004 49 1;427;39044921278;7;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;428;39044810657;7;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 1;429;39045030664;7;0;0;0;0;0;0;0;0;0;0;0;1;
2004 49 1;430;39044810569;7;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 1;431;39044921022;7;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;432;39044921030;7;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;433;39044820094;7;0;0;0;0;1;0;0;0;0;0;0;1;
2004 49 1;434;39044921430;7;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;435;39044840597;7;0;0;0;0;1;0;0;0;0;1;0;0;
2004 49 1;436;39044930176;7;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;437;39044740053;7;0;0;0;0;1;0;1;0;0;0;0;1;
2004 49 1;438;39044810573;7;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 1;439;39045030820;13;0;1;0;0;0;0;0;1;0;0;0;1;
2004 49 1;440;39044741216;13;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 1;441;39044820382;13;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;442;39045040373;13;0;0;0;1;0;0;0;0;1;0;0;0;
2004 49 1;443;39044741142;13;0;0;0;0;1;0;0;0;0;0;0;1;
2004 49 1;444;39044741096;13;0;0;0;0;1;0;0;0;0;1;0;0;
2004 49 1;445;39044912452;13;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;446;39044810476;13;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 1;447;39044820270;13;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;448;39045040099;13;0;1;0;0;0;0;0;0;0;0;0;1;
2004 49 1;449;39044921438;13;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;450;39045110126;13;0;0;0;1;0;0;0;0;1;0;0;0;
2004 49 1;451;39044820293;13;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;452;39044810769;13;0;0;0;0;1;0;0;0;0;1;0;0;
2004 49 1;453;39044921032;13;0;0;0;1;0;0;0;0;0;0;0;0;
2004 49 1;454;39044830574;13;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 1;455;39045040097;13;0;1;0;0;0;0;0;0;0;0;0;1;
2004 49 1;456;39044950127;13;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;457;39045020538;13;0;0;0;0;0;0;1;1;0;0;0;0;
2004 49 1;458;39044810481;6;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 1;459;39044850351;6;0;0;1;0;0;0;0;0;0;0;0;1;
2004 49 1;460;39044921225;6;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;461;39044740078;6;0;0;0;0;1;0;0;0;0;1;0;0;
2004 49 1;462;39045030512;6;0;1;0;0;0;0;0;0;0;0;1;1;
2004 49 1;463;39044750336;6;0;0;1;0;1;0;0;0;0;0;0;0;
2004 49 1;464;39044921434;6;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;465;39044810478;6;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 1;466;39044921118;6;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;467;39044850469;6;0;1;1;0;1;0;0;0;0;1;0;0;
2004 49 1;468;39044921219;6;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;469;39050140109;6;0;0;0;1;0;0;0;0;1;0;0;0;
2004 49 1;470;39044750861;6;0;0;0;0;1;0;0;0;0;0;0;1;
2004 49 1;471;39044840062;6;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;472;39044921221;6;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;473;39044810480;6;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 1;474;39045040130;6;0;1;0;0;0;0;0;0;0;0;0;1;
2004 49 1;475;39044750801;6;0;0;0;0;1;0;0;0;0;1;0;0;
2004 49 1;476;39044921232;6;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;477;39044810477;6;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 1;478;39044912233;2;0;0;0;1;0;0;1;1;0;0;0;1;
2004 49 1;479;39044840603;2;0;0;0;0;1;0;0;0;1;0;0;0;
2004 49 1;480;39044921121;2;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;481;39044840347;2;0;0;1;1;1;0;0;0;0;1;0;0;
2004 49 1;482;39045210127;2;0;1;0;0;0;0;0;0;0;0;0;1;
2004 49 1;483;39044740991;2;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 1;484;39044740963;2;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 1;485;39044850281;2;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;486;39045210093;2;0;0;0;0;0;0;0;0;1;0;0;1;
2004 49 1;487;39044930341;2;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;488;39044820655;2;0;0;0;0;1;0;0;0;0;1;0;0;
2004 49 1;489;39044750412;2;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 1;490;39044850343;2;0;0;1;0;0;0;0;0;0;0;0;1;
2004 49 1;491;39044940567;2;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;492;39044840155;2;0;0;1;0;1;0;0;0;0;1;0;0;
2004 49 1;493;39045020834;2;0;0;0;0;0;0;0;0;0;0;0;1;
2004 49 1;494;39045120125;2;0;0;0;1;0;0;0;0;1;0;0;0;
2004 49 1;495;39044850280;2;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;496;39044921435;2;0;0;0;1;0;0;0;1;0;0;0;1;
2004 49 1;497;39044820736;6;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 1;498;39045040101;6;0;1;0;0;0;0;0;0;0;0;0;1;
2004 49 1;499;39044840443;6;0;0;0;0;1;0;1;0;0;1;0;0;
2004 49 1;500;39044850285;6;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;501;39044921227;6;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;502;39044820364;6;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 1;503;39044921280;6;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;504;39044830311;6;0;0;1;0;1;0;0;0;1;1;0;1;
2004 49 1;505;39044921224;6;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;506;39045050582;6;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;507;39044940484;6;0;0;0;1;0;0;0;0;0;0;0;0;
2004 49 1;508;39044830571;6;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 1;509;39045130176;6;0;0;0;0;0;0;0;0;0;0;0;1;
2004 49 1;510;39044750744;6;0;0;0;0;1;0;0;0;0;1;0;0;
2004 49 1;511;39044921237;6;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;512;39044850292;6;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;513;39044921229;6;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;514;39044930069;6;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;515;39050210023;6;0;1;0;0;0;0;0;0;0;0;1;1;
2004 49 1;516;39044840352;6;0;0;1;1;1;0;0;0;0;1;0;0;
2004 49 1;517;39045040180;2;0;0;0;0;0;0;0;0;0;0;0;1;
2004 49 1;518;39044840548;2;0;0;0;0;1;0;1;1;0;0;0;0;
2004 49 1;519;39044950225;2;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;520;39044850025;2;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;521;39044830506;2;0;0;0;0;1;0;0;0;0;0;0;1;
2004 49 1;522;39044840348;2;0;0;1;1;1;0;0;0;0;1;0;0;
2004 49 1;523;39044912274;2;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;524;39044830285;2;0;0;1;0;0;0;0;0;1;0;0;1;
2004 49 1;525;39045020534;2;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;526;39044830580;2;0;0;0;0;1;0;0;0;0;1;0;0;
2004 49 1;527;39045210077;2;0;0;0;0;0;0;0;0;0;0;0;1;
2004 49 1;528;39044850284;2;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;529;39045030582;2;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;530;39050230061;2;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;531;39044840350;2;0;0;1;1;1;0;0;0;0;1;0;0;
2004 49 1;532;39044921407;2;0;0;0;0;0;0;1;1;0;0;0;1;
2004 49 1;533;39044750411;2;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 1;534;39045150034;2;0;0;0;1;0;0;0;0;1;0;0;0;
2004 49 1;535;39044850347;2;0;0;1;0;0;0;0;0;0;0;0;1;
2004 49 1;536;39044921193;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;537;39044830379;1;0;0;0;0;1;0;0;0;0;1;0;0;
2004 49 1;538;39045050576;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;539;39044740694;1;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 1;540;39044921186;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;541;39044921191;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;542;39044820027;1;0;0;1;0;0;0;0;0;1;0;0;1;
2004 49 1;543;39044840402;1;0;0;0;0;1;0;0;0;0;1;0;0;
2004 49 1;544;39044921194;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;545;39044940566;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;546;39044940352;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;547;39044912279;3;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;548;39044912315;3;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;549;39044830609;3;0;0;0;1;1;0;0;0;0;1;0;0;
2004 49 1;550;39045030581;3;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;551;39044710273;3;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;552;39044830473;3;0;0;0;0;1;0;1;0;0;0;0;0;
2004 49 1;553;39044912267;3;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;554;39044741076;3;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 1;555;39044820729;3;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 1;556;39044921042;3;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;557;39044850466;3;0;1;1;0;1;0;0;0;0;1;0;0;
2004 49 1;558;39044940604;3;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;559;39044940115;3;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;560;39044850611;3;0;0;0;0;1;0;0;0;1;0;0;0;
2004 49 1;561;39045030360;3;0;0;0;0;0;0;0;0;0;0;0;1;
2004 49 1;562;39045030326;3;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;563;39044830556;3;0;0;0;0;1;0;0;0;0;1;0;0;
2004 49 1;564;39045030082;3;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;565;39045040078;3;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;566;39044820570;3;0;0;0;1;1;0;0;1;0;0;0;0;
2004 49 1;567;39045030108;14;0;1;0;0;0;0;0;0;0;0;0;1;
2004 49 1;568;39044710169;14;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;569;39044740358;14;0;0;0;0;1;0;0;0;0;1;0;0;
2004 49 1;570;39045030111;14;0;1;0;0;0;0;0;0;0;0;0;1;
2004 49 1;571;39044912458;14;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;572;39044850317;14;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;573;39044921401;14;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;574;39045030112;14;0;1;0;0;0;0;0;0;0;0;0;1;
2004 49 1;575;39044921491;14;0;0;0;1;0;0;0;0;0;0;0;0;
2004 49 1;576;39044840478;14;0;0;0;0;1;0;1;0;0;0;0;1;
2004 49 1;577;39044840031;14;0;1;1;0;0;0;0;0;0;0;0;0;
2004 49 1;578;39044840596;14;0;0;0;0;1;0;0;0;0;1;0;0;
2004 49 1;579;39044850316;14;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;580;39044750899;14;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 1;581;39045040114;14;0;1;0;0;0;0;0;0;0;0;0;1;
2004 49 1;582;39044850315;14;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;583;39044950499;14;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;584;39044840554;14;0;0;0;0;1;0;0;0;0;1;0;0;
2004 49 1;585;39045040116;14;0;1;0;0;0;0;0;0;0;0;0;1;
2004 49 1;586;39045030490;14;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;587;39044810475;8;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 1;588;39044820338;8;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;589;39044920957;8;0;0;0;0;0;0;0;0;0;0;0;1;
2004 49 1;590;39044810658;8;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 1;591;39044940979;8;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;592;39044840358;8;0;0;1;1;1;0;0;0;0;1;0;0;
2004 49 1;593;39044930893;8;0;1;0;0;0;0;0;0;1;0;0;1;
2004 49 1;594;39045130174;8;0;0;0;1;0;0;0;0;0;0;0;0;
2004 49 1;595;39044840583;8;0;0;0;0;1;0;1;0;0;1;0;1;
2004 49 1;596;39044830280;8;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;597;39044830526;8;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 1;598;39044830193;8;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;599;39044741041;8;0;0;0;0;1;0;0;0;0;0;0;1;
2004 49 1;600;39044940006;8;0;0;0;0;0;0;0;1;0;0;0;0;
2004 49 1;601;39044940982;8;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;602;39044840357;8;0;0;1;1;1;0;0;0;0;1;0;0;
2004 49 1;603;39044921250;11;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;604;39044920239;11;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;605;39044921033;11;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;606;39044741206;11;0;0;0;0;1;0;0;0;0;0;0;1;
2004 49 1;607;39044850307;11;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;608;39044830658;11;0;0;0;0;1;0;0;0;0;1;0;0;
2004 49 1;609;39050140106;11;0;0;0;1;0;0;0;0;1;0;0;1;
2004 49 1;610;39044850637;11;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 1;611;39044930857;11;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;612;39044850308;11;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;613;39045040094;11;0;1;0;0;0;0;0;0;0;0;0;1;
2004 49 1;614;39044910713;11;0;0;0;0;1;0;0;0;0;1;0;0;
2004 49 1;615;39044930852;11;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;616;39044850314;11;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;617;39044810574;11;0;0;0;1;1;0;0;0;0;0;0;1;
2004 49 1;618;39044930003;11;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;619;39044850311;11;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;620;39044930848;11;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;621;39044810566;11;0;0;0;0;1;0;1;0;0;0;0;1;
2004 49 1;622;39044930851;11;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;623;39044910253;6;0;0;1;0;1;0;0;0;0;1;0;0;
2004 49 1;624;39044950146;6;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;625;39045040128;6;0;1;0;0;0;0;0;0;0;0;0;1;
2004 49 1;626;39044830356;6;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 1;627;39044850293;6;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;628;39044830650;6;0;0;0;0;1;0;0;0;0;1;0;0;
2004 49 1;629;39044921226;6;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;630;39044912269;6;0;0;0;1;1;0;0;0;0;0;0;0;
2004 49 1;631;39044921235;6;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;632;39044750218;6;0;0;0;0;1;0;0;0;0;0;0;1;
2004 49 1;633;39045040013;6;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;634;39044910254;6;0;0;1;0;1;0;0;0;0;1;0;0;
2004 49 1;635;39045210157;6;0;0;0;0;0;0;0;0;0;0;1;0;
2004 49 1;636;39044912250;6;0;0;0;0;1;0;0;0;1;0;0;1;
2004 49 1;637;39044921279;6;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;638;39044840642;6;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 1;639;39044921230;6;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;640;39045040100;6;0;1;0;0;0;0;0;0;0;0;0;1;
2004 49 1;641;39044840355;6;0;0;1;1;1;0;0;0;0;1;0;0;
2004 49 1;642;39044920959;6;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;643;39044750119;1;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 1;644;39044940349;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;645;39044940351;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;646;39044940350;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;647;39044740927;5;0;0;0;0;1;0;0;1;0;1;0;0;
2004 49 1;648;39044820356;5;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;649;39044940063;5;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;650;39044930948;5;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;651;39044820008;5;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;652;39044840239;5;0;0;1;0;0;0;0;0;1;0;0;1;
2004 49 1;653;39044830378;5;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 1;654;39044921113;5;0;0;0;0;0;0;0;0;0;0;0;1;
2004 49 1;655;39044830281;5;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;656;39045040336;5;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;657;39044830248;5;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;658;39044820660;5;0;0;0;0;1;0;0;1;0;0;0;1;
2004 49 1;659;39044820299;5;0;1;1;0;0;0;0;0;0;0;0;0;
2004 49 1;660;39044920666;12;0;0;0;0;1;0;0;0;0;1;0;0;
2004 49 1;661;39045030151;12;0;0;0;1;0;0;0;0;0;0;0;0;
2004 49 1;662;39044710252;12;0;0;1;0;0;0;0;0;1;0;0;1;
2004 49 1;663;39044921289;12;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;664;39044820829;12;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 1;665;39045020123;12;0;1;0;0;0;0;0;0;0;0;0;1;
2004 49 1;666;39044921203;12;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;667;39044921322;12;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;668;39044910245;12;0;0;1;0;1;0;0;0;0;1;0;0;
2004 49 1;669;39044921199;12;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;670;39044820621;12;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 1;671;39044940485;12;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;672;39044830282;12;0;0;1;0;0;0;0;0;1;0;0;1;
2004 49 1;673;39044820617;12;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 1;674;39044920942;12;0;0;0;1;0;0;1;0;0;0;0;0;
2004 49 1;675;39044830385;12;0;0;0;0;1;0;0;0;0;1;0;0;
2004 49 1;676;39044921316;12;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;677;39044820400;12;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 1;678;39044921304;12;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;679;39044820237;12;0;1;1;0;0;0;0;0;0;0;0;1;
2004 49 1;680;39044810609;13;0;0;0;0;1;0;0;0;0;1;0;0;
2004 49 1;681;39044920956;13;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;682;39045120106;13;0;0;0;1;0;0;0;0;1;0;0;0;
2004 49 1;683;39045030093;13;0;0;0;0;0;0;0;1;0;0;0;1;
2004 49 1;684;39044820803;13;0;0;0;0;1;0;0;0;0;0;0;1;
2004 49 1;685;39044910248;13;0;0;1;0;1;0;0;0;0;1;0;0;
2004 49 1;686;39044920885;13;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;687;39044830600;13;0;0;0;0;1;0;0;0;0;0;0;1;
2004 49 1;688;39044912337;13;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;689;39044820590;13;0;0;0;0;1;0;0;0;0;1;0;0;
2004 49 1;690;39044940919;13;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;691;39044830560;13;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 1;692;39044820308;13;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;693;39044830410;13;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 1;694;39045210129;13;0;1;0;1;0;0;0;0;1;0;0;0;
2004 49 1;695;39045030085;13;0;0;0;0;0;0;0;0;0;0;0;1;
2004 49 1;696;39044830632;13;0;0;0;0;1;0;0;0;0;1;0;0;
2004 49 1;697;39044830217;13;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;698;39044912280;13;0;0;0;1;0;0;0;1;0;0;0;0;
2004 49 1;699;39044820112;11;0;0;0;0;1;0;0;0;0;0;0;1;
2004 49 1;700;39044930854;11;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;701;39044850055;11;0;1;1;0;0;0;0;0;0;0;0;0;
2004 49 1;702;39044930855;11;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;703;39044930849;11;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;704;39044840631;11;0;0;0;0;1;0;0;0;0;0;0;1;
2004 49 1;705;39044930850;11;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;706;39044840369;11;0;0;1;1;1;0;0;0;0;1;0;0;
2004 49 1;707;39044930853;11;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;708;39045040123;11;0;1;0;0;0;0;0;0;0;0;0;1;
2004 49 1;709;39044930856;11;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;710;39044840537;8;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 1;711;39044840221;8;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 1;712;39044740942;8;0;0;0;0;1;0;0;0;0;0;0;1;
