Date;SeqRank;Ident;Paint Color;HPRC1;HPRC2;HPRC3;HPRC4;HPRC5;HPRC6;HPRC7;LPRC1;LPRC2;LPRC3;LPRC4;LPRC5;LPRC6;LPRC7;LPRC8;LPRC9;LPRC10;LPRC11;
2004 49 2;501;24044920890;11;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;502;24044921098;11;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;503;24044930323;11;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 2;504;24044920975;11;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;505;24044920069;4;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;506;24044921186;11;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 2;507;24045040097;11;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;508;24044921071;11;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;509;24044921258;11;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;510;24044920508;11;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
2004 49 2;511;24044920841;11;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;512;24045040160;11;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;513;24045040292;11;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 2;514;24044920906;11;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;515;24044920839;11;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;516;24044920306;15;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;1;
2004 49 2;517;24044920092;4;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;518;24044920990;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;519;24044921113;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;520;24044930335;15;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;521;24044921233;8;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 2;522;24045050175;8;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 2;523;24044921049;8;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;524;24044911674;3;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
2004 49 2;525;24044910996;7;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 2;526;24044911015;7;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 2;527;24044920751;3;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;528;24044921388;3;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 2;529;24044920798;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;530;24044920478;3;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;531;24044920687;3;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;
2004 49 2;532;24044911048;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;533;24044921403;3;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;
2004 49 2;534;24045040106;3;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;535;24044920978;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;536;24044920997;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;537;24044920631;3;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
2004 49 2;538;24044921306;3;0;1;0;1;0;0;0;1;0;0;0;0;1;1;0;0;0;0;
2004 49 2;539;24044920295;15;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;540;24044921042;8;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;541;24044920420;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;542;24044920197;4;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;543;24044920549;15;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 2;544;24044920843;11;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;545;24044921256;11;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;546;24044920921;11;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;547;24044920915;11;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;548;24045130109;11;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
2004 49 2;549;24044921251;11;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;550;24044920956;11;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;551;24044920833;11;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;552;24045130118;11;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;553;24044921189;11;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 2;554;24044920047;5;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;555;24044920825;11;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;556;24045040125;11;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;557;24044920969;11;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;558;24044920889;11;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;559;24044921192;11;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 2;560;24045050078;11;0;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 2;561;24044920828;11;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;562;24044920938;11;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;563;24044921382;3;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;
2004 49 2;564;24044921404;3;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 2;565;24044921318;3;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;566;24044911052;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;567;24044920044;4;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;568;24044910991;7;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;569;24044920520;7;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 2;570;24044930334;15;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;571;24044920695;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;572;24044920985;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;573;24044921014;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;574;24044940035;15;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
2004 49 2;575;24044920298;15;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 2;576;24044930446;15;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 2;577;24044921124;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;578;24044921012;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;579;24045050160;5;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 2;580;24044930310;5;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;581;24044920773;5;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 2;582;24044920423;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;583;24044920666;8;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;1;
2004 49 2;584;24044921033;8;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;585;24044921139;8;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;586;24044840373;10;0;0;1;1;1;0;0;0;0;1;0;1;1;1;0;1;0;0;
2004 49 2;587;24044911057;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;588;24050120090;8;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;589;24044921147;8;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;590;24044920434;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;591;24044930437;8;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;1;
2004 49 2;592;24044921061;8;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;593;24044920195;4;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;594;24044921181;11;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 2;595;24044930321;11;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 2;596;24044921075;11;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;597;24044921191;11;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 2;598;24044921338;14;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;599;24045040090;14;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;
2004 49 2;600;24044920922;11;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;601;24044920963;11;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;602;24044920962;11;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;603;24044930438;11;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 2;604;24044930104;4;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;605;24044920855;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;606;24044921211;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 2;607;24044921011;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;608;24044921270;2;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;609;24044921115;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;610;24044920299;15;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 2;611;24044920984;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;612;24044920796;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;613;24044920856;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;614;24044930337;15;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;615;24044921209;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 2;616;24044920728;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;617;24044930103;4;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;618;24045050142;11;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;619;24044921188;11;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 2;620;24044921085;11;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;621;24044920671;11;0;0;1;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;
2004 49 2;622;24044921095;11;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;623;24044921253;11;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;624;24044920714;11;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;625;24045040095;11;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 2;626;24044921101;11;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;627;24044921243;14;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;
2004 49 2;628;24044920847;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;629;24045050153;14;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;630;24044930303;4;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;631;24044921065;11;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;632;24044921170;11;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 2;633;24045050143;11;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;634;24044920946;11;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;635;24044921259;11;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;636;24044920926;11;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;637;24044921179;11;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 2;638;24044930322;11;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 2;639;24044920964;11;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;640;24050330001;3;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;641;24044930452;3;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
2004 49 2;642;24044930305;4;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;643;24044921068;11;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;644;24045130097;11;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;645;24044920968;11;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;646;24044920690;11;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;647;24044930463;11;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;648;24044921196;11;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 2;649;24044921401;11;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;650;24044920463;11;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;651;24044921230;8;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 2;652;24044921290;8;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;653;24044921142;8;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;654;24044920296;15;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;655;24044930266;4;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;656;24044920723;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;657;24044921215;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 2;658;24044920797;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;659;24044920999;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;660;24044920300;15;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 2;661;24044920996;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;662;24044921206;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 2;663;24044921284;2;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;664;24044920998;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;665;24044920802;3;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;666;24044920518;3;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
2004 49 2;667;24044911053;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;668;24044920048;3;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;669;24045050136;3;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 2;670;24044920868;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;671;24044921017;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;672;24044921383;2;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 2;673;24044920770;2;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;674;24044920783;2;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;675;24044921220;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 2;676;24044920854;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;677;24044840533;3;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;678;24044930188;3;1;0;0;1;0;0;0;1;0;0;0;0;1;1;0;1;0;0;
2004 49 2;679;24045110113;3;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;680;24044920629;3;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
2004 49 2;681;24044920059;3;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;682;24044840185;3;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;
2004 49 2;683;24044920527;3;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 2;684;24044920794;3;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;
2004 49 2;685;24044911054;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;686;24044911702;3;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
2004 49 2;687;24044921174;11;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 2;688;24044920940;11;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;689;24044921255;11;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;690;24044920903;11;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;691;24044920753;11;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;692;24044920467;11;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;693;24044921158;11;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 2;694;24045040301;5;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;695;24045040128;5;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;696;24044921225;8;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 2;697;24044920428;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;698;24044920413;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;699;24044920260;9;0;0;1;1;1;0;0;1;0;1;0;1;0;0;0;1;0;1;
2004 49 2;700;24044921312;9;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;701;24044930376;9;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 2;702;24044921090;11;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;703;24044920457;11;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;704;24045040010;6;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 2;705;24044930131;4;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;706;24044921051;8;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;707;24044921052;8;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;708;24044921373;8;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 2;709;24044920431;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;710;24045050127;8;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;711;24044921144;8;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;712;24044921035;8;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;713;24044920693;5;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;714;24044921055;8;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;715;24045040091;8;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;
2004 49 2;716;24044921351;8;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 2;717;24044921040;8;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;718;24045040147;5;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;719;24045050158;11;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 2;720;24044920446;11;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;721;24044920934;11;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;722;24044920967;11;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;723;24045130101;11;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;724;24044920757;11;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 2;725;24044920901;11;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;726;24044921162;11;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 2;727;24045040099;11;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;728;24044921077;11;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;729;24044930064;4;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;730;24044920437;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;731;24044930340;10;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;732;24044921119;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;733;24044921212;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 2;734;24045040307;10;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;735;24044910946;10;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;736;24044921301;10;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
2004 49 2;737;24044910735;10;1;0;1;1;0;0;1;0;0;1;0;0;0;0;0;1;0;0;
2004 49 2;738;24044930196;4;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;739;24044920979;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;740;24044921201;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 2;741;24044920678;15;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;742;24044921274;2;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;743;24044920864;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;744;24044921132;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;745;24044921199;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 2;746;24044920788;9;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;747;24045050167;9;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;748;24044911023;9;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;1;0;
2004 49 2;749;24044921340;9;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1;0;0;
2004 49 2;750;24044840187;4;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;
2004 49 2;751;24045040262;4;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;752;24044920896;11;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;753;24044921110;11;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;754;24045050157;11;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 2;755;24044920960;11;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;756;24044921247;11;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;757;24044920447;11;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;758;24045040100;11;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;759;24044921195;11;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 2;760;24044921262;11;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;761;24044921074;11;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
