Date;SeqRank;Ident;Paint Color;HPRC1;HPRC2;HPRC3;HPRC4;HPRC5;LPRC1;LPRC2;LPRC3;LPRC4;LPRC5;LPRC6;LPRC7;
2004 49 2;657;23044921089;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;658;23044650253;5;1;0;0;1;0;0;0;0;0;0;0;0;
2004 49 2;659;23044930509;6;0;0;1;0;0;1;1;0;0;0;0;0;
2004 49 2;660;23044921181;6;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;661;23044920710;6;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;662;23044921172;6;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;663;23044920980;6;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;664;23044920003;6;0;1;0;1;0;0;0;0;0;0;0;0;
2004 49 2;665;23044640504;6;0;0;1;0;0;1;0;1;0;0;0;1;
2004 49 2;666;23044920925;6;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;667;23044920677;7;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;668;23044920888;7;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;669;23044921023;7;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;670;23044920904;7;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;671;23044921021;7;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;672;23044921208;7;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;673;23044920683;7;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;674;23044921205;7;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;675;23044920496;7;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;676;23044921030;7;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;677;23044451187;7;1;0;0;1;0;0;0;0;0;0;0;0;
2004 49 2;678;23044920529;7;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;679;23044920473;7;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;680;23044921028;7;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;681;23044920884;7;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;682;23044920375;13;0;1;0;0;0;1;1;0;0;0;0;0;
2004 49 2;683;23044921125;10;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;684;23044920731;10;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;685;23044640016;2;0;0;1;1;0;0;0;0;0;0;0;1;
2004 49 2;686;23044921097;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;687;23044920847;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;688;23044920596;1;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;689;23044921082;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;690;23044930221;13;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;691;23044640209;2;0;0;1;1;0;1;1;0;0;0;0;0;
2004 49 2;692;23044920862;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;693;23044921090;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;694;23044920642;1;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;695;23044920838;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;696;23044921088;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;697;23044640391;1;0;0;1;0;0;1;0;1;1;0;0;0;
2004 49 2;698;23044920264;1;1;1;0;1;0;0;0;0;0;0;0;0;
2004 49 2;699;23044920537;1;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;700;23044920796;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;701;23044921014;1;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;702;23044920809;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;703;23044920598;1;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;704;23044750218;1;0;0;1;1;0;0;0;0;0;0;0;0;
2004 49 2;705;23044920416;1;0;1;0;0;0;1;1;0;0;0;0;0;
2004 49 2;706;23044920832;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;707;23044920606;1;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;708;23044920854;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;709;23044920589;1;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;710;23044820128;2;1;0;1;1;0;0;0;0;1;0;0;0;
2004 49 2;711;23044921193;7;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;712;23044920327;7;0;0;0;0;0;1;1;0;0;0;0;1;
2004 49 2;713;23044920898;7;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;714;23044920684;7;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;715;23044930208;13;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;716;23044920483;2;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;717;23044750227;2;0;0;1;1;0;0;0;0;0;0;0;0;
2004 49 2;718;23044921000;1;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;719;23044920450;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;720;23044920605;1;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;721;23044921095;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;722;23044920349;13;0;1;0;0;0;1;1;0;0;0;0;0;
2004 49 2;723;23044740215;2;0;0;0;1;0;0;0;0;0;0;0;0;
2004 49 2;724;23044920530;10;0;0;1;0;0;1;1;0;0;0;0;0;
2004 49 2;725;23044921138;10;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;726;23044920956;10;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;727;23044920434;10;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;728;23044921130;10;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;729;23044920386;10;0;1;0;0;0;1;1;0;0;0;0;0;
2004 49 2;730;23044750075;10;1;0;0;1;0;0;0;0;0;0;0;0;
2004 49 2;731;23044640930;10;0;0;1;0;0;1;0;1;0;0;0;0;
2004 49 2;732;23044921111;10;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;733;23044920937;10;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;734;23044921128;10;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;735;23044921116;10;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;736;23044921124;10;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;737;23044920247;11;0;1;1;1;0;1;1;0;0;0;0;0;
2004 49 2;738;23044921197;7;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;739;23044921026;7;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;740;23044920900;7;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;741;23044920896;7;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;742;23044921024;7;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;743;23044750235;2;0;0;1;1;0;0;0;0;0;0;0;0;
2004 49 2;744;23044920354;13;0;1;0;0;0;1;1;0;0;0;0;0;
2004 49 2;745;23044920913;7;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;746;23044920701;7;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;747;23044921215;7;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;748;23044921019;7;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;749;23044921203;7;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;750;23044640099;2;0;0;0;1;0;1;1;0;0;0;0;0;
2004 49 2;751;23044930507;2;1;0;1;0;0;0;0;0;0;0;0;0;
2004 49 2;752;23044920350;13;0;1;0;0;0;1;1;0;0;0;0;0;
2004 49 2;753;23044921245;8;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;754;23044921260;8;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;755;23044920541;8;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;756;23044720135;8;0;0;0;1;0;0;0;0;0;0;0;0;
2004 49 2;757;23044921259;8;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;758;23044920560;8;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;759;23044921250;8;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;760;23044920784;8;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;761;23044920559;8;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;762;23044740172;8;0;0;1;1;0;0;0;0;1;1;0;1;
2004 49 2;763;23044920552;8;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;764;23044921257;8;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;765;23044920448;8;1;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;766;23044920542;8;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;767;23044920758;8;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;768;23044810032;8;0;0;1;1;0;0;0;0;0;0;0;0;
2004 49 2;769;23044920781;8;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;770;23044920763;8;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;771;23044920565;8;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;772;23044921244;8;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;773;23044930204;13;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;774;23044640331;2;0;0;1;0;0;1;0;1;0;0;0;0;
2004 49 2;775;23044750095;2;0;0;0;1;0;0;0;0;0;0;0;0;
2004 49 2;776;23044920949;10;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;777;23044920744;10;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;778;23044921114;10;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;779;23044920747;10;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;780;23044930213;13;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;781;23044640370;13;0;0;1;0;0;1;0;1;0;0;0;0;
2004 49 2;782;23044920159;9;0;0;0;1;0;0;0;0;0;0;0;1;
2004 49 2;783;23044921042;9;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;784;23044920654;9;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;785;23044921038;9;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;786;23044921037;9;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;787;23044921056;9;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;788;23044920125;9;0;0;1;1;0;1;1;0;0;0;0;0;
2004 49 2;789;23044920871;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;790;23044920869;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;791;23044920629;1;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;792;23044920861;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;793;23044920620;1;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;794;23044750223;1;0;0;1;1;0;0;0;0;0;0;0;0;
2004 49 2;795;23044920992;1;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;796;23044921266;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;797;23044921288;1;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;798;23044920428;1;1;1;0;0;0;0;0;0;0;0;0;1;
2004 49 2;799;23044920643;1;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;800;23044750228;2;0;0;1;1;0;0;0;0;0;0;0;0;
2004 49 2;801;23044920890;7;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;802;23044920877;7;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;803;23044920902;7;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;804;23044920672;7;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;805;23044920451;7;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;806;23044920903;7;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;807;23044920686;7;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;808;23044750246;13;0;0;1;1;0;0;0;0;0;0;0;0;
2004 49 2;809;23044920374;13;0;1;0;0;0;1;1;0;0;0;0;0;
2004 49 2;810;23044921122;10;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;811;23044920739;10;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;812;23044921108;10;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;813;23044921113;10;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;814;23044921151;10;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;815;23044640386;10;0;0;1;0;0;1;0;1;0;0;0;0;
2004 49 2;816;23044810128;8;1;1;0;1;0;0;0;0;0;0;0;1;
2004 49 2;817;23044920776;8;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;818;23044920475;8;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;819;23044921248;8;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;820;23044920459;8;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;821;23044920779;8;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;822;23044640384;2;0;0;0;0;0;1;0;1;0;0;0;0;
2004 49 2;823;23044920960;2;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 2;824;23044750225;2;0;0;1;1;0;0;0;0;0;0;0;0;
2004 49 2;825;23044930151;2;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;826;23044920498;2;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;827;23044640919;2;0;0;0;0;0;1;0;1;0;0;0;0;
2004 49 2;828;23044920493;2;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;829;23044920527;2;0;0;0;0;1;1;1;0;0;0;0;0;
2004 49 2;830;23044810100;2;0;0;1;1;0;0;0;0;0;0;1;1;
2004 49 2;831;23044640377;2;0;0;0;0;0;1;0;1;0;0;0;0;
2004 49 2;832;23044930152;2;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;833;23044920793;2;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;834;23044920464;2;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;835;23044640401;2;0;0;0;0;0;1;0;1;0;0;0;0;
2004 49 2;836;23044750045;2;0;0;0;1;0;0;0;0;0;0;0;0;
2004 49 2;837;23044920500;2;0;0;1;0;0;0;0;0;0;0;0;0;
2004 49 2;838;23044920600;1;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;839;23044921275;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;840;23044920645;1;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;841;23044920822;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;842;23044920639;1;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;843;23044920430;13;1;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;844;23044640217;2;0;0;1;1;0;1;1;0;0;0;0;0;
2004 49 2;845;23044921147;10;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;846;23044921141;10;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;847;23044921123;10;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;848;23044921133;10;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;849;23044920941;10;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;850;23044750174;2;0;0;1;1;0;0;0;0;0;0;0;0;
2004 49 2;851;23044920963;6;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;852;23044920933;6;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;853;23044930191;6;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;854;23044920724;6;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;855;23044920924;6;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;856;23044920978;6;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;857;23044820066;6;1;0;1;1;0;0;0;0;0;0;0;1;
2004 49 2;858;23044920987;6;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;859;23044921158;6;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;860;23044920969;6;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;861;23044930196;6;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;862;23044920991;6;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;863;23044750031;2;0;0;0;1;0;0;0;0;0;0;0;0;
2004 49 2;864;23044640388;2;0;0;1;0;0;1;0;1;0;0;0;0;
2004 49 2;865;23044921137;10;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;866;23044920733;10;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;867;23044921131;10;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;868;23044640392;10;0;0;0;0;0;1;0;1;0;0;0;0;
2004 49 2;869;23044920166;2;1;1;0;1;0;0;0;0;0;0;1;0;
2004 49 2;870;23044920695;7;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;871;23044921216;7;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;872;23044920675;7;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;873;23044921223;7;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;874;23044920671;7;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;875;23044640009;7;0;0;1;1;0;0;0;0;0;0;0;0;
2004 49 2;876;23044920707;7;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;877;23044921219;7;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;878;23044920679;7;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;879;23044920891;7;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;880;23044920708;7;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;881;23044820098;7;0;0;1;1;0;0;0;0;1;0;0;0;
2004 49 2;882;23044920961;7;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;883;23044921196;7;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;884;23044920547;7;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;885;23044921213;7;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;886;23044921033;7;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;887;23044920210;7;0;0;0;1;0;0;0;0;0;0;0;0;
2004 49 2;888;23044920693;7;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;889;23044920907;7;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;890;23044921211;7;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;891;23044921188;7;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;892;23044920518;11;0;0;1;0;0;1;1;0;0;0;0;0;
2004 49 2;893;23044920931;6;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;894;23044920390;6;0;1;0;0;0;1;1;0;0;0;0;0;
2004 49 2;895;23044921161;6;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;896;23044921168;6;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;897;23044920715;6;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;898;23044820178;9;0;0;0;1;0;0;0;0;0;1;1;1;
2004 49 2;899;23044920910;7;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;900;23044921201;7;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;901;23044921025;7;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;902;23044921199;7;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;903;23044920702;7;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;904;23044750131;2;0;0;1;1;0;0;0;0;0;0;0;0;
2004 49 2;905;23044920540;1;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;906;23044921078;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;907;23044920622;1;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;908;23044921269;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;909;23044920996;1;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;910;23044920810;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;911;23044920621;1;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;912;23044920819;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;913;23044920267;1;0;1;1;1;0;1;1;0;0;1;0;1;
2004 49 2;914;23044920864;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;915;23044921094;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;916;23044920815;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;917;23044920617;1;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;918;23044920825;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;919;23044920484;1;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;920;23044930172;1;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;921;23044640216;8;0;0;1;1;0;1;1;0;0;0;0;0;
2004 49 2;922;23044920752;8;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;923;23044920586;8;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;924;23044930286;8;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;925;23044920581;8;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;926;23044920818;8;1;0;0;0;0;0;0;0;0;0;0;1;
2004 49 2;927;23044920229;8;0;1;1;1;0;1;1;0;0;1;0;0;
2004 49 2;928;23044920778;8;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;929;23044921243;8;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;930;23044920569;8;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;931;23044920771;8;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;932;23044920772;8;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;933;23044640134;8;0;0;1;1;0;1;1;0;0;1;0;0;
2004 49 2;934;23044921267;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;935;23044921105;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;936;23044921098;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;937;23044921065;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;938;23044920812;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;939;23044640042;2;0;0;1;1;0;1;1;0;0;0;0;0;
2004 49 2;940;23044930189;6;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;941;23044920712;6;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;942;23044930248;6;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;943;23044920437;6;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;944;23044920927;6;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;945;23044920139;6;0;0;1;1;0;0;0;0;1;0;0;1;
2004 49 2;946;23044920723;6;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;947;23044930193;6;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;948;23044920981;6;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;949;23044921212;7;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;950;23044920703;7;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;951;23044920915;7;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;952;23044920790;7;0;0;1;0;0;1;1;0;0;0;0;0;
2004 49 2;953;23044920889;7;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;954;23044920193;7;1;0;0;1;0;0;0;0;0;0;0;0;
2004 49 2;955;23044920682;7;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;956;23044921195;7;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;957;23044921034;7;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;958;23044921232;7;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;959;23044920685;7;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;960;23044650252;7;0;0;1;1;0;0;0;0;0;0;0;0;
2004 49 2;961;23044920546;7;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;962;23044920895;7;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;963;23044921204;7;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;964;23044920886;7;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;965;23044921020;7;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;966;23044920143;7;1;0;1;1;0;0;0;0;0;1;0;1;
2004 49 2;967;23044920545;7;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;968;23044921185;7;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;969;23044920694;7;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;970;23044930217;13;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;971;23044640665;13;0;0;0;0;0;1;0;1;0;1;0;0;
2004 49 2;972;23044750250;13;0;0;1;1;0;0;0;0;0;0;0;0;
2004 49 2;973;23044920531;7;0;0;0;0;1;1;1;0;0;0;0;0;
2004 49 2;974;23044921206;7;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;975;23044920700;7;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;976;23044921221;7;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;977;23044920353;13;0;1;0;0;0;1;1;0;0;0;0;0;
2004 49 2;978;23044710201;2;1;0;0;1;0;0;0;0;0;0;0;0;
2004 49 2;979;23044920908;7;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;980;23044921017;7;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;981;23044920887;7;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;982;23044921008;1;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;983;23044920806;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;984;23044920250;1;0;1;0;1;0;1;1;0;0;0;0;0;
2004 49 2;985;23044920835;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;986;23044920630;1;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;987;23044920813;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;988;23044920590;1;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;989;23044920845;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;990;23044921059;1;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 2;991;23044920625;1;0;0;0;0;0;1;1;0;0;0;0;0;
2004 49 2;992;23044710086;13;1;0;0;1;0;0;0;0;0;0;0;0;
2004 49 2;993;23044640323;13;0;0;1;0;0;1;0;1;0;0;0;0;
2004 49 2;994;23044930220;13;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 2;995;23044920870;1;0;0;0;0;0;0;0;0;0;0;0;0;
