Date;SeqRank;Ident;Paint Color;HPRC1;HPRC2;HPRC3;LPRC1;LPRC2;LPRC3;LPRC4;LPRC5;
2004 51 1;779;656045110320;9;0;1;0;0;0;0;0;1;
2004 51 1;780;656050230218;9;0;0;0;0;0;0;0;0;
2004 51 1;781;656045060002;9;0;0;0;0;0;0;1;0;
2004 51 1;782;656045060027;9;0;0;0;0;0;0;1;0;
2004 51 1;783;656044892235;9;1;0;0;1;0;0;0;0;
2004 51 1;784;656045130142;8;0;1;0;0;0;0;0;0;
2004 51 1;785;656045030283;8;0;0;0;0;0;0;1;0;
2004 51 1;786;656045130267;8;0;0;0;0;0;0;0;0;
2004 51 1;787;656045130061;8;0;0;0;0;0;0;0;0;
2004 51 1;788;656045193920;6;1;0;0;0;0;0;0;0;
2004 51 1;789;656045060028;9;0;0;0;0;0;0;1;0;
2004 51 1;790;656050350267;9;0;0;0;0;0;0;0;0;
2004 51 1;791;656045010258;9;0;1;0;0;0;0;0;1;
2004 51 1;792;656045060029;9;0;0;0;0;0;0;1;0;
2004 51 1;793;656050420026;9;1;0;0;1;0;1;0;0;
2004 51 1;794;656045060030;9;0;0;0;0;0;0;1;0;
2004 51 1;795;656045010169;9;0;1;0;0;0;0;0;0;
2004 51 1;796;656045060031;9;0;0;0;0;0;0;1;0;
2004 51 1;797;656050240061;6;0;1;0;0;0;0;0;1;
2004 51 1;798;656045060050;6;1;0;0;0;0;0;0;0;
2004 51 1;799;656045030093;8;0;0;0;0;0;0;1;0;
2004 51 1;800;656044950074;8;0;0;0;0;0;0;0;0;
2004 51 1;801;656045030290;8;0;0;0;0;0;0;1;0;
2004 51 1;802;656050220043;6;0;1;0;0;0;0;0;0;
2004 51 1;803;656050494022;6;1;0;0;1;1;0;0;0;
2004 51 1;804;656045040115;6;0;1;0;0;0;0;0;1;
2004 51 1;805;656050230217;6;0;0;0;0;0;0;0;0;
2004 51 1;806;656050230219;6;0;0;0;0;0;0;0;0;
2004 51 1;807;656050230200;6;0;0;0;0;0;0;0;0;
2004 51 1;808;656045060047;6;1;0;0;0;0;0;0;0;
2004 51 1;809;656045040114;6;0;1;0;0;0;0;0;1;
2004 51 1;810;656045060032;9;0;0;0;0;0;0;1;0;
2004 51 1;811;656050240148;9;0;1;0;0;0;0;0;0;
2004 51 1;812;656045110173;9;0;0;0;0;0;0;1;0;
2004 51 1;813;656045110009;9;1;0;0;1;0;0;0;0;
2004 51 1;814;656045110257;9;0;1;0;0;0;0;0;0;
2004 51 1;815;656045110175;9;0;0;0;0;0;0;1;0;
2004 51 1;816;656050230215;9;0;0;0;0;0;0;0;0;
2004 51 1;817;656045110277;9;0;1;0;0;0;0;0;1;
2004 51 1;818;656045110216;9;0;0;0;0;0;0;1;0;
2004 51 1;819;656044892733;9;1;0;0;1;0;0;0;0;
2004 51 1;820;656045010276;9;0;1;0;0;0;0;0;0;
2004 51 1;821;656045110213;9;0;0;0;0;0;0;1;0;
2004 51 1;822;656050350257;9;0;0;0;0;0;0;0;0;
2004 51 1;823;656050230214;9;0;0;0;0;0;0;0;0;
2004 51 1;824;656045060040;9;0;0;0;0;0;0;1;0;
2004 51 1;825;656045110276;9;0;1;0;0;0;0;0;1;
2004 51 1;826;656050350301;9;1;0;0;1;0;0;0;0;
2004 51 1;827;656045110177;9;0;0;0;0;0;0;1;0;
2004 51 1;828;656045110178;9;0;0;0;0;0;0;1;0;
2004 51 1;829;656050230210;9;0;0;0;0;0;0;0;0;
2004 51 1;830;656045110179;9;0;0;0;0;0;0;1;0;
2004 51 1;831;656045110305;9;0;1;0;0;0;0;0;1;
2004 51 1;832;656044892042;9;1;0;0;1;1;0;0;0;
2004 51 1;833;656045110180;9;0;0;0;0;0;0;1;0;
2004 51 1;834;656050350281;9;0;0;0;0;0;0;0;0;
2004 51 1;835;656050240122;9;0;1;0;0;0;0;0;0;
2004 51 1;836;656045110182;9;0;0;0;0;0;0;1;0;
2004 51 1;837;656045110023;9;1;0;0;0;0;0;0;0;
2004 51 1;838;656045110274;9;0;1;0;0;0;0;0;1;
2004 51 1;839;656045110183;9;0;0;0;0;0;0;1;0;
2004 51 1;840;656045010179;9;0;1;0;0;0;0;0;0;
2004 51 1;841;656045110204;9;0;0;0;0;0;0;1;0;
2004 51 1;842;656050350202;9;1;0;0;1;0;0;0;0;
2004 51 1;843;656050230195;9;0;0;0;0;0;0;0;0;
2004 51 1;844;656045110188;9;0;0;0;0;0;0;1;0;
2004 51 1;845;656045010261;9;0;1;0;0;0;0;0;1;
2004 51 1;846;656050230212;9;0;0;0;0;0;0;0;0;
2004 51 1;847;656045110076;9;0;0;0;0;0;0;1;0;
2004 51 1;848;656050350200;9;1;0;0;1;0;0;0;0;
2004 51 1;849;656045030366;8;0;0;0;0;0;0;0;0;
2004 51 1;850;656045030134;8;0;0;0;0;0;0;1;0;
2004 51 1;851;656045130206;8;0;0;0;0;0;0;0;0;
2004 51 1;852;656045130224;8;0;0;0;0;0;0;0;0;
2004 51 1;853;656045060069;6;1;0;0;0;0;0;0;0;
2004 51 1;854;656045030152;8;0;0;0;0;0;0;1;0;
2004 51 1;855;656044950131;8;0;0;0;0;0;0;0;0;
2004 51 1;856;656045130080;8;0;0;0;0;0;0;0;0;
2004 51 1;857;656045030148;8;0;0;0;0;0;0;1;0;
2004 51 1;858;656045040162;6;1;0;0;0;0;0;0;0;
2004 51 1;859;656045130202;8;0;1;0;0;0;0;0;1;
2004 51 1;860;656045030282;8;0;0;0;0;0;0;1;0;
2004 51 1;861;656044950135;8;0;0;0;0;0;0;0;0;
2004 51 1;862;656045130225;8;0;0;0;0;0;0;0;0;
2004 51 1;863;656045130260;8;0;0;0;0;0;0;0;0;
2004 51 1;864;656044892761;6;1;0;0;1;1;0;0;0;
2004 51 1;865;656045030146;8;0;0;0;0;0;0;1;0;
2004 51 1;866;656045030097;8;0;1;0;0;0;0;0;1;
2004 51 1;867;656045130257;8;0;0;0;0;0;0;0;0;
2004 51 1;868;656045030143;8;0;0;0;0;0;0;1;0;
2004 51 1;869;656045060060;6;1;0;0;0;0;0;0;0;
2004 51 1;870;656045130222;8;0;0;0;0;0;0;0;0;
2004 51 1;871;656045030277;8;0;0;0;0;0;0;1;0;
2004 51 1;872;656044950144;8;0;0;0;0;0;0;0;0;
2004 51 1;873;656045130228;8;0;0;0;0;0;0;0;0;
2004 51 1;874;656050230153;8;0;0;0;0;0;0;1;0;
2004 51 1;875;656045110018;6;1;0;0;1;0;0;0;0;
2004 51 1;876;656045130207;8;0;1;0;0;0;0;0;1;
2004 51 1;877;656050230133;8;0;0;0;0;0;0;1;0;
2004 51 1;878;656044930228;8;0;1;0;0;0;0;0;0;
2004 51 1;879;656045130232;8;0;0;0;0;0;0;0;0;
2004 51 1;880;656045060072;6;1;0;0;0;0;0;0;0;
2004 51 1;881;656050230192;8;0;0;0;0;0;0;1;0;
2004 51 1;882;656045040098;6;0;1;0;1;0;0;0;1;
2004 51 1;883;656050350157;6;0;0;0;0;0;0;0;0;
2004 51 1;884;656050220056;6;0;1;0;0;0;0;0;0;
2004 51 1;885;656045060064;6;1;0;0;0;0;0;0;0;
2004 51 1;886;656045040188;6;0;1;0;0;0;0;0;1;
2004 51 1;887;656045130264;8;0;0;0;0;0;0;0;0;
2004 51 1;888;656045130248;8;0;0;0;0;0;0;0;0;
2004 51 1;889;656050230147;8;0;0;0;0;0;0;1;0;
2004 51 1;890;656045040087;6;1;0;0;1;1;0;0;0;
2004 51 1;891;656045130250;8;0;0;0;0;0;0;0;0;
2004 51 1;892;656050230123;8;0;0;0;0;0;0;1;0;
2004 51 1;893;656045130214;8;0;0;0;0;0;0;0;0;
2004 51 1;894;656050230199;8;0;0;0;0;0;0;0;0;
2004 51 1;895;656050230185;8;0;0;0;0;0;0;1;0;
2004 51 1;896;656050240089;6;0;1;0;0;0;0;0;1;
2004 51 1;897;656045060058;6;1;0;0;1;0;0;0;0;
2004 51 1;898;656045040183;6;0;1;0;0;0;0;0;0;
2004 51 1;899;656044940301;6;0;0;0;0;0;0;1;0;
2004 51 1;900;656045040143;6;0;1;0;0;0;0;0;1;
2004 51 1;901;656050410166;6;0;0;0;0;0;0;0;0;
2004 51 1;902;656050240143;6;0;1;0;0;0;0;0;0;
2004 51 1;903;656045060065;6;1;0;0;0;0;0;0;0;
2004 51 1;904;656050350321;6;0;0;0;0;0;0;0;0;
2004 51 1;905;656050230197;6;0;0;0;0;0;0;0;0;
2004 51 1;906;656045040166;6;0;1;0;0;0;0;0;1;
2004 51 1;907;656045030050;6;0;0;0;0;0;0;1;0;
2004 51 1;908;656050350235;6;1;0;0;1;0;0;0;0;
2004 51 1;909;656050350328;6;0;0;0;0;0;0;0;0;
2004 51 1;910;656050240084;6;0;1;0;0;0;0;0;1;
2004 51 1;911;656045040037;6;0;0;0;0;0;0;1;0;
2004 51 1;912;656050220065;6;0;1;0;0;0;0;0;0;
2004 51 1;913;656045193929;6;1;0;0;0;0;0;0;0;
2004 51 1;914;656044940318;6;0;0;0;0;0;0;1;0;
2004 51 1;915;656050350311;6;0;0;0;0;0;0;0;0;
2004 51 1;916;656050240035;6;0;1;0;0;0;0;0;1;
2004 51 1;917;656050230220;6;0;0;0;0;0;0;0;0;
2004 51 1;918;656050240024;6;0;1;0;0;0;0;0;0;
2004 51 1;919;656050494009;6;1;0;0;1;1;0;0;0;
2004 51 1;920;656045040084;6;0;1;0;0;0;0;0;1;
2004 51 1;921;656050230149;8;0;0;0;0;0;0;1;0;
