Date;SeqRank;Ident;Paint Color;HPRC1;HPRC2;HPRC3;HPRC4;HPRC5;HPRC6;LPRC1;LPRC2;LPRC3;LPRC4;LPRC5;LPRC6;LPRC7;LPRC8;LPRC9;LPRC10;LPRC11;LPRC12;LPRC13;LPRC14;
2004 49 1;409;25044911334;19;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;
2004 49 1;410;25044920093;19;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
2004 49 1;411;25044910992;16;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;412;25044920125;16;1;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;
2004 49 1;413;25044940205;16;0;1;1;1;1;1;0;0;1;0;0;1;0;1;0;0;1;0;0;0;
2004 49 1;414;25044920505;19;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;
2004 49 1;415;25044911420;16;1;0;1;0;0;1;0;0;0;0;0;1;0;1;0;0;1;0;0;0;
2004 49 1;416;25044920071;19;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
2004 49 1;417;25044920436;19;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;
2004 49 1;418;25044911320;19;1;0;1;1;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;1;
2004 49 1;419;25044850625;17;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;
2004 49 1;420;25044911453;16;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;
2004 49 1;421;25044911167;13;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 49 1;422;25044911319;19;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;
2004 49 1;423;25044920151;19;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;
2004 49 1;424;25044920450;13;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;425;25044850023;16;1;0;1;0;0;1;0;0;0;0;0;1;0;1;0;0;1;0;0;0;
2004 49 1;426;25044950123;19;1;1;1;1;1;1;0;0;1;0;0;1;0;0;0;0;1;0;0;1;
2004 49 1;427;25044940673;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
2004 49 1;428;25044850025;16;1;0;1;0;0;1;0;0;0;0;0;1;0;1;0;0;1;0;0;0;
2004 49 1;429;25044940284;16;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;
2004 49 1;430;25044911436;16;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;1;0;0;0;
2004 49 1;431;25044910165;19;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
2004 49 1;432;25044911403;19;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;
2004 49 1;433;25044940713;19;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;
2004 49 1;434;25044850515;13;1;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;
2004 49 1;435;25044911449;16;0;0;1;0;0;1;0;0;0;0;0;1;0;1;0;0;1;0;0;0;
2004 49 1;436;25044911343;19;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;
2004 49 1;437;25044850132;15;1;1;0;0;1;0;0;0;1;1;0;1;0;1;0;0;1;0;0;0;
2004 49 1;438;25044911435;16;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;
2004 49 1;439;25044940684;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
2004 49 1;440;25044911397;19;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;
2004 49 1;441;25044920236;16;0;0;1;0;0;1;0;0;0;0;0;1;0;1;0;0;1;0;0;0;
2004 49 1;442;25044920516;16;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;
2004 49 1;443;25044920126;19;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
2004 49 1;444;25044950274;16;1;0;1;0;0;1;0;0;0;0;0;1;1;1;0;1;1;0;0;0;
2004 49 1;445;25044920479;16;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;
2004 49 1;446;25044920203;19;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
2004 49 1;447;25045020638;19;0;0;1;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;1;
2004 49 1;448;25044911433;19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
2004 49 1;449;25044940218;16;0;1;1;0;1;1;0;0;1;0;0;1;0;1;0;0;1;0;0;0;
2004 49 1;450;25045010594;16;0;0;1;0;0;1;1;0;0;0;0;0;0;1;0;0;1;0;0;0;
2004 49 1;451;25044911117;16;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 49 1;452;25044920116;19;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
2004 49 1;453;25044911376;19;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;
2004 49 1;454;25044920480;13;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;455;25044920115;19;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
2004 49 1;456;25044850024;16;1;0;1;0;0;1;0;0;0;0;0;1;0;1;0;0;1;0;0;0;
2004 49 1;457;25044920452;13;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;458;25044911385;19;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;
2004 49 1;459;25044911455;16;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;
2004 49 1;460;25044850119;13;1;1;0;0;1;0;0;0;1;1;0;1;0;1;0;0;1;0;0;0;
2004 49 1;461;25044950381;16;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;
2004 49 1;462;25044911391;19;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;
2004 49 1;463;25044940692;19;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;
2004 49 1;464;25044850027;16;1;0;1;0;0;1;0;0;0;0;0;1;0;1;0;0;1;0;0;0;
2004 49 1;465;25044920095;19;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
2004 49 1;466;25044820090;16;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;1;0;0;0;
2004 49 1;467;25044911353;19;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;
2004 49 1;468;25044850660;13;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;469;25044950298;16;0;0;1;0;0;1;0;0;0;0;0;1;0;1;0;0;1;0;0;0;
2004 49 1;470;25044940552;19;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;
2004 49 1;471;25044911407;19;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;
2004 49 1;472;25044950566;16;1;0;1;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;
2004 49 1;473;25044840133;5;0;1;0;0;1;0;0;0;1;1;0;1;0;0;0;0;1;0;1;0;
2004 49 1;474;25045050048;16;1;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;
2004 49 1;475;25044950477;16;1;0;1;1;0;1;0;0;0;0;0;1;0;1;0;1;1;0;0;0;
2004 49 1;476;25044850511;13;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;
2004 49 1;477;25044910612;16;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;
2004 49 1;478;25044950264;16;1;0;1;0;0;1;0;0;0;0;0;1;0;1;0;0;1;0;0;0;
2004 49 1;479;25044911228;13;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 49 1;480;25044850509;13;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;
2004 49 1;481;25044911447;19;1;0;1;1;0;1;1;0;0;0;0;0;0;0;1;1;1;0;0;1;
2004 49 1;482;25044910019;13;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;483;25044920471;13;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;484;25044911016;13;1;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;
2004 49 1;485;25044820844;13;0;1;0;0;1;1;0;0;1;0;0;1;0;1;0;0;1;0;0;0;
2004 49 1;486;25044911166;13;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 49 1;487;25044950205;13;1;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;
2004 49 1;488;25044910031;13;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;489;25044920539;13;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;490;25044950207;13;1;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;
2004 49 1;491;25044910147;13;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;492;25044911432;11;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;
2004 49 1;493;25044920453;13;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;494;25044910033;13;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;495;25044920517;13;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;496;25044920560;13;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;497;25044850148;13;1;1;0;0;1;0;0;0;1;0;0;1;1;1;0;0;1;0;0;0;
2004 49 1;498;25044840313;13;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;
2004 49 1;499;25044911331;13;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;
2004 49 1;500;25044910252;13;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;501;25044911332;13;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;
2004 49 1;502;25044911268;18;1;0;1;0;0;1;1;0;0;0;0;0;0;0;1;1;1;0;0;0;
2004 49 1;503;25044910173;13;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;504;25044911105;13;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 49 1;505;25044850309;13;1;0;1;0;0;0;0;1;0;0;0;1;0;1;0;0;1;1;0;0;
2004 49 1;506;25044850519;13;1;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;
2004 49 1;507;25044920507;13;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;508;25044920237;13;0;0;1;0;0;1;0;0;0;0;0;1;0;1;0;0;1;0;0;0;
2004 49 1;509;25044910240;13;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;510;25044920478;13;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;511;25044840138;1;1;1;1;1;1;1;0;0;1;0;0;1;0;0;0;0;1;0;1;0;
2004 49 1;512;25044950203;13;1;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;
2004 49 1;513;25044920540;13;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;514;25044910243;13;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;515;25044911127;13;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;516;25044920448;13;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;517;25044910054;13;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;518;25044920543;13;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;519;25044940710;11;1;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 49 1;520;25044911046;13;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;521;25044940199;17;0;1;1;1;1;1;0;0;1;0;0;1;0;1;0;0;1;1;0;0;
2004 49 1;522;25044950350;17;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;
2004 49 1;523;25044911129;13;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;
2004 49 1;524;25044920098;13;0;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;525;25044911185;13;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;
2004 49 1;526;25044950322;13;1;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;
2004 49 1;527;25044940037;11;0;0;1;0;1;1;1;0;0;0;0;0;0;0;1;1;1;0;0;0;
2004 49 1;528;25044911233;13;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 49 1;529;25044911059;13;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;
2004 49 1;530;25044910295;13;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;531;25044911181;13;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;532;25044940653;13;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;533;25044910241;13;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;534;25044911102;13;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 49 1;535;25044920031;11;1;1;1;1;1;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;
2004 49 1;536;25044920561;13;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;
2004 49 1;537;25044920504;13;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;538;25044910250;13;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;539;25044911457;13;1;0;1;1;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;
2004 49 1;540;25044920455;13;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;541;25044910321;13;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;542;25044911231;13;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;
2004 49 1;543;25044920542;13;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;544;25044910223;13;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;545;25044920578;13;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;
2004 49 1;546;25044911206;18;0;0;1;0;0;1;0;0;0;0;0;1;0;0;1;1;1;0;0;0;
2004 49 1;547;25044910829;15;1;1;1;1;1;1;0;0;1;0;0;1;0;1;0;0;1;0;0;0;
2004 49 1;548;25044920533;13;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;549;25044940708;11;1;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2004 49 1;550;25044850517;13;1;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;
2004 49 1;551;25044920468;13;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;552;25044910363;13;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;553;25044911208;13;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 49 1;554;25044920587;13;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;
2004 49 1;555;25044910362;13;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;556;25044911045;13;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;557;25044910608;11;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;558;25044850126;13;1;1;0;0;1;0;0;0;1;0;0;1;1;1;0;0;1;0;0;0;
2004 49 1;559;25044910958;13;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 49 1;560;25044911258;13;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;
2004 49 1;561;25044910322;13;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;562;25045010522;13;0;0;0;0;0;1;1;0;0;0;0;0;1;1;0;1;1;0;0;0;
2004 49 1;563;25044911178;13;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;564;25044910174;13;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;565;25044910968;13;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 49 1;566;25044911443;19;1;0;1;1;0;1;0;0;0;0;0;1;0;0;1;0;1;0;0;1;
2004 49 1;567;25044910152;13;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;568;25044920509;13;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;569;25044911015;13;1;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;
2004 49 1;570;25044910175;13;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;571;25044910959;13;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 49 1;572;25044920489;13;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;
2004 49 1;573;25044910242;13;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;574;25044940222;12;1;1;1;1;1;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;
2004 49 1;575;25044920576;13;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;
2004 49 1;576;25044911179;13;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;
2004 49 1;577;25044910931;13;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 49 1;578;25044910253;13;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;579;25044920360;13;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;
2004 49 1;580;25044920501;13;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;581;25044910276;13;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;582;25044910824;10;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;
2004 49 1;583;25044920515;13;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;584;25044910181;13;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;585;25044910957;13;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 49 1;586;25044911173;13;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;587;25044850125;13;1;1;0;0;1;0;0;0;1;0;0;1;1;1;0;0;1;0;0;0;
2004 49 1;588;25045010657;13;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;
2004 49 1;589;25044920514;13;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;590;25044910013;13;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;591;25044911442;19;1;0;1;1;0;1;1;0;0;0;0;0;0;0;1;0;1;0;0;1;
2004 49 1;592;25044910960;13;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 49 1;593;25044920100;13;0;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;594;25044911126;13;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;595;25044920511;13;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;596;25044910056;13;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;597;25044911159;13;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;
2004 49 1;598;25044940475;13;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;
2004 49 1;599;25044910036;13;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;600;25044911210;18;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;601;25044911296;18;1;0;1;1;0;1;0;1;1;0;0;1;0;0;0;1;1;1;0;0;
2004 49 1;602;25044910793;18;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;603;25044911202;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;604;25044910981;18;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;605;25044910338;13;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;606;25044920339;13;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;607;25044911288;18;1;0;1;1;0;1;0;1;1;0;0;1;0;0;0;1;1;1;0;0;
2004 49 1;608;25044910107;13;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;609;25044920513;13;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;610;25044911305;18;1;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;
2004 49 1;611;25044911301;18;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;612;25044910965;18;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;613;25044910179;13;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;614;25044911263;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;615;25044910890;18;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 1;616;25044910921;18;1;0;1;1;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;0;
2004 49 1;617;25044910950;18;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;
2004 49 1;618;25044910799;18;1;1;0;0;1;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;
2004 49 1;619;25044910979;18;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;620;25044911287;18;1;0;1;1;0;1;0;1;1;0;0;1;0;0;0;1;1;1;0;0;
2004 49 1;621;25044910329;13;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;622;25044920460;13;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;623;25044910035;13;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;624;25044911307;18;1;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;
2004 49 1;625;25044910963;18;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;626;25044910324;13;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;627;25044911279;18;1;0;1;1;0;1;0;0;1;0;0;0;0;0;0;1;1;1;0;0;
2004 49 1;628;25044920430;13;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;
2004 49 1;629;25044920129;13;0;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;630;25044911174;13;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;631;25044910906;18;1;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;1;1;0;0;
2004 49 1;632;25044910804;18;0;1;0;0;1;0;0;0;1;0;0;1;1;0;0;1;1;0;0;0;
2004 49 1;633;25044910913;18;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
2004 49 1;634;25044911275;18;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
2004 49 1;635;25044920197;13;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;
2004 49 1;636;25044920488;13;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;
2004 49 1;637;25044911058;13;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;638;25044910109;13;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;639;25044910961;13;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 49 1;640;25044911289;18;1;0;1;1;0;1;0;1;1;0;0;1;0;0;0;1;1;1;0;0;
2004 49 1;641;25044911271;18;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;642;25044910887;18;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2004 49 1;643;25044910037;13;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;644;25044940720;13;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;645;25044910982;13;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
2004 49 1;646;25044850096;1;1;1;1;1;1;1;0;0;1;0;0;1;0;0;0;0;1;0;1;0;
2004 49 1;647;25044910792;18;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2004 49 1;648;25044920465;13;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;
2004 49 1;649;25044910038;13;1;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
2004 49 1;650;25044911282;18;1;0;1;1;0;1;0;1;1;0;0;1;0;0;0;1;1;1;0;0;
2004 49 1;651;25044910962;13;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;
